,Family_Size,HH_head_Sex,HH_head_Age,Education,Electricity_expenditure,Water_expenditure,Total_Family_Income,Urbanity
10576,3.0,1,40,3.0,3990,0,24833.666666666668,0
10577,6.0,1,55,3.0,13200,0,51465.0,0
10578,5.0,1,31,2.0,3960,0,16629.333333333332,0
10579,6.0,1,52,2.0,900,0,18435.0,0
10580,1.0,2,67,2.0,0,0,9833.333333333334,0
10581,3.0,2,62,2.0,1260,0,11938.333333333334,0
10582,4.0,1,35,2.0,4140,0,21694.0,0
10583,4.0,1,60,2.0,10800,1980,22413.666666666668,0
10584,5.0,1,41,2.0,3600,0,26379.666666666668,0
10585,4.0,2,61,1.0,900,0,10762.666666666666,0
10586,3.5,1,76,3.0,1680,0,13939.5,0
10587,1.0,2,77,1.0,600,300,8246.5,0
10588,1.0,1,62,1.0,1560,0,9197.333333333334,0
10589,1.0,1,84,1.0,774,0,6025.0,0
10590,2.0,1,76,1.0,900,0,4287.5,0
10591,3.5,1,31,1.0,0,0,7733.666666666667,0
10592,1.5,1,28,1.0,0,0,5193.166666666667,0
10593,4.5,1,34,1.0,0,0,7776.166666666667,0
10594,4.0,1,49,2.0,3060,30,24794.166666666668,0
10595,4.0,1,39,1.0,3312,30,9296.5,0
10596,4.0,1,35,1.0,2340,30,18659.666666666668,0
10597,7.0,1,32,1.0,1488,30,15257.833333333334,0
10598,5.0,1,37,2.0,4800,3180,25467.833333333332,1
10599,4.0,1,65,2.0,3720,3900,39467.333333333336,1
10600,5.0,2,65,1.0,8250,1416,26395.333333333332,1
10601,6.0,1,38,1.0,2136,1296,16230.166666666666,1
10602,6.0,1,36,2.0,3780,2100,32172.0,1
10603,6.5,1,40,2.0,7560,3864,30986.166666666668,1
10604,5.0,1,37,1.0,6060,2292,19122.833333333332,1
10605,4.5,1,54,1.0,4170,2760,45126.166666666664,1
10606,5.5,2,39,1.0,1500,1500,16867.0,1
10608,4.0,1,40,3.0,5610,1356,49504.833333333336,1
10610,5.0,2,51,4.0,13200,4200,58043.833333333336,1
10611,2.0,1,36,2.0,1860,1572,16953.333333333332,1
10612,5.0,1,32,2.0,1260,4116,12761.5,1
10615,4.5,1,56,4.0,13200,3690,41514.333333333336,1
10616,7.0,1,64,2.0,10800,5520,24134.0,1
10617,8.5,2,67,3.0,12600,4200,37146.0,1
10618,10.5,1,46,2.0,2400,648,17796.0,1
10620,4.0,1,35,1.0,3300,2070,22828.333333333332,1
10621,3.0,1,68,1.0,1500,1680,16889.0,1
10622,6.5,1,64,2.0,24600,5310,50097.666666666664,1
10624,4.5,1,55,2.0,8550,3690,28435.333333333332,1
10625,4.5,1,49,2.0,1830,2310,20722.0,1
10626,3.5,1,34,2.0,3600,3900,42483.333333333336,1
10629,7.0,2,86,3.0,15600,3000,30033.333333333332,1
10633,4.0,2,65,4.0,36000,6000,58533.333333333336,1
10635,2.0,1,71,4.0,15000,3000,40184.0,1
10636,3.0,2,46,3.0,35400,4200,42915.333333333336,1
10638,2.0,1,56,4.0,27000,3000,52587.333333333336,1
10640,4.0,1,31,2.0,6600,2700,20056.166666666668,1
10641,3.0,1,35,2.0,1080,1200,19954.0,1
10642,3.0,1,28,2.0,3600,1200,14894.166666666666,1
10643,6.5,1,46,2.0,6900,2760,24557.666666666668,1
10644,4.5,1,50,3.0,7800,3600,25817.0,1
10645,2.0,1,78,1.0,600,180,6911.5,0
10647,1.0,1,82,1.0,300,0,5636.5,0
10648,4.0,2,71,2.0,3300,2160,28849.166666666668,0
10649,5.0,1,60,1.0,960,1770,14027.833333333334,0
10650,9.0,1,58,1.0,3816,1800,28419.833333333332,0
10651,9.5,1,49,2.0,2700,2220,37632.666666666664,0
10652,3.5,1,56,1.0,1260,630,26468.0,0
10653,7.0,1,53,2.0,1020,1620,16329.666666666666,0
10654,9.5,1,55,2.0,6000,1926,42964.333333333336,0
10655,5.0,1,47,2.0,426,1620,19325.666666666668,0
10656,4.0,2,62,1.0,0,0,12101.333333333334,0
10657,10.0,1,48,2.0,3588,2160,20319.0,0
10658,5.0,1,30,2.0,906,840,13685.666666666666,0
10659,2.0,1,72,1.0,0,0,5657.5,0
10660,4.0,1,70,1.0,2916,0,14036.666666666666,0
10662,8.0,1,61,1.0,6600,4500,41300.166666666664,0
10663,2.0,1,46,2.0,3300,1620,17686.333333333332,0
10664,3.0,1,35,3.0,5100,1140,28529.0,0
10666,4.0,1,47,1.0,4500,4500,33528.0,0
10668,1.0,2,70,1.0,300,1008,13970.0,0
10669,6.5,1,52,1.0,2400,2400,13671.5,0
10670,6.0,1,51,2.0,1200,3120,22981.5,0
10671,6.0,1,46,2.0,3000,2700,27061.333333333332,0
10672,5.0,1,63,2.0,3060,2640,34292.333333333336,0
10673,3.0,1,33,2.0,1320,2100,19034.166666666668,0
10674,2.0,1,52,3.0,15000,1416,47675.333333333336,0
10676,6.0,1,35,5.0,7500,3000,25731.666666666668,0
10680,4.5,1,50,2.0,6000,3624,57727.666666666664,1
10683,5.0,1,44,2.0,3036,1320,22254.0,1
10684,3.0,1,25,2.0,10200,2472,58247.0,1
10685,1.0,1,22,2.0,1200,1248,23480.666666666668,1
10687,7.0,2,70,1.0,11280,3576,22991.333333333332,1
10688,6.0,1,36,2.0,5772,1464,34321.333333333336,1
10689,5.0,1,32,3.0,4068,1800,17035.5,1
10690,2.0,1,70,1.0,4890,1248,10968.333333333334,1
10691,5.5,1,57,2.0,3618,2040,40244.666666666664,1
10692,5.0,1,32,1.0,10800,1794,53556.333333333336,1
10693,3.0,1,40,2.0,4200,1542,27453.5,0
10694,6.0,1,41,2.0,6510,3192,22602.666666666668,0
10695,7.0,1,62,2.0,3738,60,34788.333333333336,0
10696,3.0,1,33,2.0,0,0,17885.333333333332,0
10697,2.0,1,62,1.0,0,0,11002.666666666666,0
10698,4.0,1,59,1.0,720,720,13903.0,0
10699,3.0,1,25,2.0,0,0,11469.5,0
10700,3.5,2,34,2.0,9972,2634,49915.666666666664,0
10701,8.5,1,63,2.0,1800,0,30143.666666666668,0
10702,3.0,1,49,1.0,3300,0,19903.0,0
10703,3.0,1,70,1.0,3090,0,20454.833333333332,0
10704,6.0,1,58,2.0,792,0,31163.166666666668,0
10705,3.5,1,25,2.0,3300,3276,23103.333333333332,0
10706,9.0,1,41,2.0,0,870,26872.833333333332,0
10707,1.0,1,24,2.0,1800,870,14758.333333333334,0
10708,1.0,1,42,4.0,648,618,26450.0,0
10709,1.0,1,59,3.0,3600,1800,22783.666666666668,1
10710,1.0,1,24,2.0,600,600,11251.666666666666,1
10711,6.5,1,35,1.0,0,1092,12636.0,1
10712,1.0,1,29,1.0,600,360,12175.0,1
10713,6.5,1,49,1.0,4500,3024,25174.666666666668,1
10714,5.0,2,33,2.0,3300,1380,13270.166666666666,1
10715,4.0,1,55,2.0,3882,1548,36059.5,1
10716,4.5,2,73,1.0,3600,1638,14149.166666666666,1
10717,12.0,1,46,2.0,3816,5268,25367.333333333332,1
10718,2.0,2,58,2.0,3600,1980,12999.333333333334,1
10719,4.5,1,38,2.0,6000,1620,29165.333333333332,1
10720,4.0,1,41,1.0,4980,3000,32118.333333333332,1
10721,2.0,1,76,1.0,1968,1200,25708.0,1
10722,4.0,1,25,2.0,3000,2700,19030.166666666668,1
10723,3.0,1,45,3.0,5760,1980,32740.0,1
10724,5.0,1,32,1.0,5700,1200,21028.666666666668,1
10725,4.0,1,50,1.0,3600,3600,31840.0,1
10726,5.0,2,54,2.0,8400,1848,29066.333333333332,1
10727,5.0,1,42,3.0,3900,1800,23817.333333333332,1
10728,4.0,1,43,3.0,9000,2400,30983.0,1
10729,3.0,1,70,2.0,4440,1536,16064.0,1
10730,4.0,1,40,3.0,12000,2400,49734.0,1
10731,1.0,1,69,1.0,6600,1200,22796.666666666668,1
10732,5.0,1,35,2.0,6570,2400,16056.666666666666,1
10733,5.5,1,43,1.0,3600,0,37223.333333333336,0
10734,9.0,1,48,1.0,3600,0,49985.0,0
10735,1.0,1,89,1.0,0,0,6710.0,0
10736,8.0,1,52,1.0,3600,0,33892.0,0
10737,4.0,1,43,1.0,1680,0,16759.333333333332,0
10738,4.5,1,50,2.0,5400,120,28394.166666666668,0
10739,5.5,1,57,1.0,4200,0,26751.666666666668,0
10740,9.0,1,36,1.0,1200,0,15589.833333333334,0
10741,7.0,1,39,2.0,1194,0,22185.666666666668,0
10742,4.5,1,31,2.0,3600,0,21432.0,0
10743,4.0,2,39,2.0,8100,0,32949.5,0
10744,1.0,1,75,1.0,0,0,9189.0,0
10745,3.5,1,56,1.0,2100,0,22895.0,0
10746,2.0,2,55,2.0,4194,0,12439.666666666666,0
10747,5.0,1,67,3.0,4500,0,24166.833333333332,0
10748,7.5,1,33,2.0,3000,0,16499.5,0
10749,3.0,1,49,1.0,510,0,8935.333333333334,0
10750,1.0,2,57,1.0,1800,0,6243.666666666667,0
10751,6.0,1,36,4.0,3480,30,21230.333333333332,0
10752,8.0,1,39,1.0,0,60,11507.333333333334,0
10753,1.0,2,62,1.0,0,0,3684.0,0
10754,5.0,1,64,1.0,0,0,8802.166666666666,0
10755,6.5,1,34,1.0,0,300,9436.333333333334,0
10756,7.0,1,37,1.0,480,0,13227.833333333334,0
10757,8.0,1,50,1.0,0,300,17608.166666666668,0
10758,8.5,1,48,1.0,0,0,13728.666666666666,0
10759,5.5,1,34,2.0,0,0,23309.666666666668,0
10760,2.0,1,70,1.0,0,0,4977.666666666667,0
10761,3.5,1,52,1.0,1908,30,14872.5,0
10762,7.0,1,38,1.0,0,60,14425.333333333334,0
10763,6.0,1,61,1.0,0,0,17013.333333333332,0
10764,5.0,1,40,1.0,2544,60,10468.166666666666,0
10765,3.0,2,77,1.0,0,0,5898.5,0
10766,4.5,1,57,1.0,0,0,12255.0,0
10767,1.5,2,56,1.0,0,0,6096.666666666667,0
10768,2.0,2,67,1.0,0,0,5444.833333333333,0
10769,5.0,1,39,1.0,0,0,6927.0,0
10770,2.5,1,43,1.0,0,0,8717.833333333334,0
10771,7.0,1,49,1.0,0,0,13923.333333333334,0
10773,7.0,1,69,2.0,10920,4680,48673.333333333336,1
10774,2.5,2,50,2.0,12000,1248,36273.333333333336,1
10777,2.0,1,70,3.0,4716,1308,33538.333333333336,1
10778,2.0,2,65,4.0,5400,2760,38781.833333333336,1
10782,6.5,1,38,3.0,14400,5400,35591.666666666664,1
10785,3.0,2,25,4.0,10500,3600,58130.333333333336,1
10787,2.0,1,24,2.0,1200,0,11896.0,1
10791,7.0,1,38,2.0,1800,1800,17588.666666666668,1
10792,4.0,1,39,1.0,2220,2700,14924.5,1
10793,2.5,1,56,1.0,7866,2262,19839.666666666668,1
10794,3.0,1,35,5.0,3618,2448,25347.666666666668,1
10795,4.0,1,41,2.0,2400,1980,19288.166666666668,1
10796,5.5,1,51,1.0,10500,2322,39324.833333333336,1
10797,5.0,1,31,1.0,4200,600,31846.5,0
10798,6.0,1,55,1.0,2100,360,34448.333333333336,0
10799,2.5,1,37,2.0,2700,0,19193.666666666668,0
10800,5.0,1,52,1.0,2850,0,20979.666666666668,0
10801,3.0,1,36,2.0,4800,0,21391.833333333332,0
10802,4.0,1,59,2.0,8400,0,20921.5,0
10803,5.0,1,59,2.0,4620,180,32380.0,0
10804,8.0,1,43,1.0,2520,300,34634.0,0
10805,9.0,1,60,1.0,3300,300,37297.833333333336,0
10806,9.5,1,45,1.0,0,300,26374.5,0
10807,5.5,1,48,2.0,2964,0,44461.666666666664,0
10808,2.5,1,55,2.0,3330,0,16683.166666666668,0
10809,6.5,2,44,1.0,2196,0,24895.0,0
10810,8.0,1,36,1.0,600,0,21287.666666666668,0
10811,5.0,1,35,2.0,2706,0,27971.666666666668,0
10812,7.5,1,37,1.0,906,0,22072.333333333332,0
10813,2.0,1,68,1.0,4338,720,22012.333333333332,0
10814,9.0,1,44,1.0,1710,2166,38858.0,0
10815,4.0,1,54,1.0,1500,900,29512.666666666668,0
10816,1.0,2,86,1.0,0,720,4334.333333333333,0
10817,4.0,1,35,3.0,1800,660,23453.666666666668,0
10818,2.0,2,50,1.0,0,300,8850.833333333334,0
10819,4.0,1,60,1.0,1740,780,32760.666666666668,0
10820,5.0,1,52,2.0,2400,600,29327.333333333332,0
10821,3.5,1,28,2.0,2700,1080,19337.833333333332,0
10822,4.5,1,34,1.0,0,552,20159.166666666668,0
10823,7.0,1,35,1.0,0,0,8657.0,0
10824,8.0,1,64,1.0,0,0,9644.833333333334,0
10825,5.5,1,45,1.0,2130,0,5502.166666666667,0
10826,8.0,1,43,1.0,0,0,15084.166666666666,0
10827,8.0,1,33,2.0,0,0,10480.666666666666,0
10828,5.0,1,42,1.0,0,0,9326.0,0
10830,4.5,1,28,2.0,1200,900,18320.333333333332,1
10831,2.0,1,55,2.0,1500,750,19979.666666666668,1
10832,4.0,1,49,1.0,4200,840,20655.0,1
10833,3.0,1,58,1.0,660,1980,14340.666666666666,1
10834,1.0,2,61,3.0,6300,1200,18100.666666666668,1
10835,1.0,2,68,1.0,600,300,11171.0,1
10836,3.5,2,54,1.0,5400,0,30063.333333333332,1
10837,2.5,1,70,1.0,420,300,6633.333333333333,1
10838,5.0,1,34,2.0,6300,0,18893.5,1
10839,3.0,1,39,3.0,0,1200,14281.666666666666,1
10840,2.5,2,54,1.0,3000,0,11055.166666666666,1
10841,3.0,1,27,2.0,1698,0,20655.0,1
10842,6.0,1,43,3.0,8100,0,30397.666666666668,1
10843,4.0,1,39,1.0,0,0,16106.833333333334,1
10844,4.0,1,40,2.0,3000,0,24923.0,0
10845,4.0,1,41,1.0,900,0,23337.333333333332,0
10846,5.0,1,27,2.0,600,0,6797.333333333333,0
10847,4.5,1,55,3.0,2160,1416,45303.0,0
10848,12.0,1,57,1.0,0,2100,26003.0,0
10850,6.0,1,48,1.0,9600,0,33803.0,0
10851,2.0,1,42,2.0,3000,600,19210.0,0
10852,7.5,1,47,1.0,3000,0,32668.333333333332,0
10853,3.0,1,59,2.0,4800,0,57395.5,0
10854,4.0,1,35,1.0,1290,0,19130.166666666668,0
10855,8.0,1,38,1.0,3600,0,15652.666666666666,0
10856,9.0,1,57,2.0,0,1020,18765.166666666668,1
10857,6.5,1,46,2.0,4806,720,23364.166666666668,1
10858,3.0,1,36,3.0,8100,1680,47323.666666666664,1
10859,4.0,1,32,2.0,2640,1296,13306.666666666666,1
10860,6.0,2,53,2.0,7320,1296,23272.333333333332,1
10861,6.0,1,62,1.0,6018,4734,30469.166666666668,1
10862,3.0,1,70,1.0,600,258,13087.166666666666,1
10863,6.0,1,76,1.0,3696,1500,20937.833333333332,1
10864,2.0,1,74,1.0,5520,1800,18110.166666666668,1
10866,3.0,1,20,2.0,2892,600,18312.5,1
10867,6.0,1,49,2.0,3300,3300,38181.333333333336,1
10868,3.0,1,71,2.0,9372,3360,18555.0,1
10869,5.0,1,52,2.0,3000,1620,46116.5,1
10870,2.0,2,35,2.0,3600,1296,20078.5,1
10872,2.5,2,77,2.0,4020,1548,39315.666666666664,1
10874,2.0,1,51,3.0,14400,4200,33755.833333333336,1
10875,3.0,1,50,3.0,3300,1920,25870.666666666668,1
10876,4.5,1,31,4.0,10800,4500,42380.666666666664,1
10877,3.5,1,46,1.0,0,4362,11415.666666666666,1
10878,8.0,1,67,1.0,13200,4200,28084.0,1
10879,2.0,1,79,4.0,5400,3600,23300.0,1
10880,5.0,1,34,2.0,2166,2100,24489.333333333332,1
10881,3.0,1,33,2.0,5100,1848,34764.666666666664,1
10882,4.0,2,22,3.0,2700,1800,27849.666666666668,1
10883,6.0,1,58,2.0,4800,2220,32031.166666666668,1
10884,3.0,1,51,2.0,4500,2388,24330.666666666668,1
10885,1.0,1,37,2.0,1800,1080,15188.333333333334,0
10886,5.5,1,52,2.0,6300,4320,48411.666666666664,0
10887,3.0,1,31,4.0,10800,1296,47980.833333333336,0
10888,2.0,1,26,3.0,2688,1698,16949.166666666668,0
10889,2.0,1,27,2.0,6000,2280,21808.166666666668,0
10890,2.0,1,43,2.0,5100,2100,12001.666666666666,0
10891,7.0,2,64,1.0,7200,3540,28705.5,0
10893,7.0,1,57,3.0,20400,6480,54505.333333333336,0
10894,5.0,2,73,1.0,10200,6000,30102.0,0
10895,4.5,1,45,5.0,3600,2460,49567.166666666664,0
10896,5.0,2,53,3.0,9000,4800,21946.666666666668,0
10897,5.0,2,78,1.0,6000,1200,30145.666666666668,0
10899,1.0,2,72,1.0,5400,1800,14039.833333333334,1
10900,7.0,1,35,2.0,3600,6414,39406.5,1
10902,8.0,1,43,5.0,4746,2670,29994.833333333332,1
10903,7.0,1,43,2.0,0,4200,25262.0,1
10904,3.0,1,47,2.0,7350,3504,26440.0,1
10905,10.0,1,58,3.0,13800,8868,53584.833333333336,1
10906,3.5,2,42,2.0,6900,2400,23861.666666666668,1
10907,4.0,1,58,2.0,14934,2904,36090.666666666664,1
10908,2.0,1,76,2.0,1800,1800,14930.833333333334,1
10909,1.5,2,71,1.0,2160,1548,37580.833333333336,1
10910,5.0,1,65,4.0,11400,4200,49388.166666666664,1
10911,3.0,1,40,5.0,10200,3300,38705.666666666664,1
10912,4.0,1,52,1.0,2640,1350,36088.0,1
10913,3.0,2,57,2.0,8100,2850,30599.166666666668,1
10914,8.0,1,60,1.0,6000,3000,35779.166666666664,1
10916,6.0,1,48,2.0,10200,2700,42083.0,1
10918,2.5,2,49,2.0,10800,3000,49925.666666666664,1
10920,4.0,2,65,2.0,1500,1800,30214.333333333332,0
10921,6.0,2,52,2.0,4500,3000,33230.333333333336,0
10922,8.5,1,46,1.0,2520,3636,31178.0,0
10924,4.0,1,59,1.0,5400,3600,20396.0,0
10925,6.0,1,59,3.0,16800,2454,48371.5,0
10926,4.0,1,69,3.0,11400,2820,45865.0,0
10927,4.0,1,40,1.0,17400,3162,41094.166666666664,0
10928,5.0,1,35,2.0,7242,3300,53306.666666666664,0
10929,5.0,2,32,4.0,30000,3090,47016.666666666664,0
10930,6.0,1,49,2.0,7200,3900,37778.833333333336,0
10931,5.0,1,35,5.0,5400,4500,41023.0,0
10932,6.0,1,48,4.0,13320,3900,56407.0,0
10933,4.0,1,46,2.0,4200,2280,45579.833333333336,0
10934,7.0,1,41,3.0,2880,3258,30461.166666666668,0
10935,3.5,1,46,2.0,3300,1500,17695.833333333332,1
10936,7.5,1,56,3.0,6000,4800,40855.666666666664,1
10937,1.0,1,43,3.0,1200,1200,15440.0,1
10938,6.0,1,43,2.0,2280,1800,29425.166666666668,1
10939,5.0,1,37,5.0,7500,3600,19788.0,1
10940,1.0,2,18,3.0,1500,1500,15382.833333333334,1
10941,1.0,1,58,1.0,1500,900,7882.0,1
10942,6.0,1,46,3.0,23400,9000,47923.333333333336,1
10944,1.5,1,31,2.0,2850,1350,16056.666666666666,1
10945,4.0,1,52,2.0,5400,1440,18152.5,1
10946,11.5,2,50,3.0,7068,3156,39906.5,1
10947,3.0,1,31,3.0,8400,3270,37259.833333333336,1
10948,7.5,2,47,1.0,7800,3120,26233.333333333332,1
10949,4.0,1,50,2.0,0,240,24702.333333333332,0
10950,3.5,2,49,1.0,0,0,14130.0,0
10951,5.0,1,64,4.0,0,0,41478.333333333336,0
10952,6.5,1,44,1.0,0,0,12646.0,0
10953,4.0,1,35,2.0,0,0,9836.833333333334,0
10954,3.5,1,49,1.0,0,0,14493.333333333334,0
10955,4.0,1,71,1.0,0,0,4523.0,0
10956,4.0,1,37,1.0,0,0,13913.5,0
10957,2.0,1,52,1.0,0,0,9646.666666666666,0
10958,4.0,1,61,2.0,0,0,13250.666666666666,0
10959,4.0,1,33,1.0,0,0,9883.833333333334,0
10960,9.0,1,40,2.0,0,0,31405.833333333332,0
10961,9.0,1,38,2.0,0,0,28037.833333333332,0
10962,3.5,1,64,1.0,1500,1050,15062.333333333334,0
10963,8.0,1,48,2.0,2700,1500,26294.666666666668,0
10964,8.0,1,57,1.0,6504,3600,36248.5,0
10967,1.0,2,37,4.0,1200,1200,12696.666666666666,0
10968,3.0,1,55,1.0,7200,1800,18240.0,0
10970,5.0,1,48,2.0,2748,1716,27451.333333333332,0
10972,2.0,1,71,1.0,1164,1224,6266.0,0
10973,4.0,1,33,2.0,4800,1800,27100.0,0
10974,6.0,1,47,2.0,6000,4020,59547.333333333336,0
10975,5.0,1,60,3.0,13200,3180,58515.333333333336,0
10976,2.0,2,55,1.0,3300,1248,30382.5,0
10977,3.0,1,66,2.0,1620,1308,6671.0,1
10978,2.0,2,47,2.0,3300,1800,23460.0,1
10979,2.0,1,47,2.0,960,816,17717.833333333332,1
10980,6.0,1,43,2.0,2058,1800,17212.166666666668,1
10981,2.0,1,67,2.0,1200,1296,7196.333333333333,1
10982,11.0,1,48,3.0,10200,6600,48590.0,1
10983,4.0,1,27,2.0,6300,2868,16210.5,1
10984,3.0,1,51,2.0,3900,2100,24202.333333333332,1
10985,5.0,1,26,2.0,1980,3018,15334.833333333334,1
10986,5.0,1,75,1.0,1200,3018,22885.5,1
10988,10.0,1,52,1.0,0,2400,19315.666666666668,1
10989,5.0,1,46,2.0,1800,3132,21738.5,1
10990,4.0,1,27,1.0,900,3000,11980.0,1
10991,5.0,1,32,2.0,3000,2400,16787.166666666668,1
10993,6.0,1,48,2.0,840,1200,12719.0,1
10994,5.0,1,27,1.0,2148,2100,13185.833333333334,1
10995,4.5,1,32,2.0,1038,1200,17879.0,1
10996,2.0,1,46,1.0,2400,1800,18086.833333333332,1
10997,7.0,1,65,1.0,18408,4926,48141.666666666664,1
10998,5.0,1,43,3.0,1902,2070,17455.0,1
10999,2.0,1,33,2.0,6000,2400,27557.333333333332,1
11000,2.0,2,24,4.0,13500,1728,37563.333333333336,1
11002,5.0,1,46,2.0,5400,4200,27933.5,0
11003,6.5,1,32,1.0,1200,1500,12867.833333333334,0
11004,4.0,1,29,3.0,3492,1128,18258.0,0
11005,9.0,1,35,2.0,0,2820,26666.666666666668,0
11006,3.0,1,48,1.0,1200,1338,18000.0,0
11007,5.5,1,64,3.0,8910,4596,24785.333333333332,0
11008,4.0,1,31,2.0,1500,1500,15945.0,0
11009,6.0,1,64,1.0,0,2538,22764.666666666668,0
11010,2.0,2,80,2.0,4800,1800,24366.0,0
11011,4.5,1,36,2.0,5988,2442,25977.333333333332,0
11012,8.0,1,48,1.0,3000,2400,41188.833333333336,0
11013,5.5,1,58,4.0,11184,2400,47786.666666666664,0
11014,6.0,1,42,1.0,3240,3522,35038.833333333336,0
11015,4.0,2,74,1.0,7800,3000,23995.333333333332,0
11016,7.0,2,52,2.0,10560,2400,28487.0,0
11017,7.0,1,40,1.0,6000,2580,20987.666666666668,0
11019,4.0,2,31,3.0,30000,2880,52734.0,0
11021,3.0,1,32,4.0,4680,1800,23565.166666666668,0
11022,3.0,2,16,2.0,8616,1524,40181.5,0
11023,5.5,1,34,3.0,11136,2448,40884.166666666664,0
11025,2.0,1,46,2.0,4800,1620,37420.0,0
11026,6.5,1,29,3.0,5406,2094,44803.0,0
11027,5.0,1,69,2.0,12120,2940,37632.833333333336,0
11028,3.0,1,31,4.0,6900,1920,27516.666666666668,0
11029,2.0,1,73,2.0,4722,1320,19434.333333333332,0
11030,4.0,1,43,2.0,1200,1122,13918.0,0
11031,3.0,2,60,2.0,10200,6000,59653.833333333336,1
11033,5.5,1,49,2.0,6768,1764,29435.833333333332,1
11034,6.0,1,38,2.0,2688,3240,17324.0,1
11035,4.0,1,60,1.0,1800,1200,13100.333333333334,1
11036,4.5,1,60,1.0,8472,4356,24136.666666666668,1
11037,7.5,1,61,2.0,12600,4440,57373.333333333336,1
11038,1.0,1,58,1.0,2100,1200,8886.666666666666,1
11039,6.0,1,48,2.0,15000,6270,35434.166666666664,1
11040,3.5,1,44,1.0,8760,3102,27248.666666666668,1
11042,2.5,2,64,3.0,7200,3300,59437.333333333336,1
11043,3.0,1,50,3.0,3198,2298,42739.333333333336,1
11044,2.0,1,31,5.0,3300,1500,17524.666666666668,1
11045,3.0,2,21,3.0,7800,2400,56846.0,1
11046,3.0,2,40,4.0,6162,2916,52961.333333333336,1
11047,1.0,1,43,3.0,1896,1698,15111.0,1
11048,5.0,1,29,2.0,3516,1500,14876.666666666666,1
11050,2.0,2,63,1.0,1800,1800,7758.333333333333,1
11051,2.0,1,66,2.0,2520,1740,12673.833333333334,1
11053,4.0,1,30,2.0,2400,1200,11130.166666666666,1
11054,5.5,1,41,4.0,4200,2208,40628.666666666664,1
11055,6.0,1,68,1.0,8604,4224,28850.0,1
11057,5.0,1,76,1.0,4200,1500,28945.666666666668,0
11058,4.5,1,54,1.0,1980,750,34597.333333333336,0
11059,3.0,1,77,1.0,1440,360,8662.666666666666,0
11060,3.0,1,61,1.0,1764,720,11532.833333333334,0
11061,2.0,1,50,1.0,1416,720,7598.833333333333,0
11062,7.0,1,51,1.0,1068,720,26293.666666666668,0
11063,8.0,1,42,2.0,4380,0,22731.666666666668,0
11064,5.5,1,54,1.0,900,0,13026.666666666666,0
11065,8.0,1,42,1.0,0,0,6956.5,0
11066,1.0,1,60,2.0,120,0,6877.166666666667,0
11067,3.0,1,80,1.0,0,0,6964.333333333333,0
11068,2.0,1,32,1.0,1050,0,7264.666666666667,0
11069,7.0,1,55,1.0,0,0,12963.833333333334,0
11070,8.0,2,67,1.0,2400,0,22997.0,0
11071,5.5,1,39,1.0,1320,0,12843.0,0
11072,3.0,1,51,1.0,2340,0,22330.5,0
11073,5.5,1,32,2.0,1500,0,13384.833333333334,0
11074,7.5,1,55,2.0,16230,8400,57377.0,0
11075,4.0,1,29,2.0,1380,0,14589.333333333334,0
11076,7.5,1,38,1.0,0,0,11949.0,0
11077,7.0,1,35,5.0,5580,1020,25006.5,0
11078,5.0,1,30,2.0,5910,90,36838.0,1
11079,2.5,2,45,1.0,0,0,10984.166666666666,1
11080,1.0,2,71,1.0,780,0,5039.5,1
11081,4.0,1,35,1.0,1080,0,13922.666666666666,1
11082,5.0,1,57,1.0,2400,90,15472.166666666666,1
11083,6.0,1,43,1.0,600,0,20444.666666666668,1
11084,1.0,1,61,1.0,0,0,5341.166666666667,1
11085,4.5,1,27,2.0,2520,0,16748.333333333332,1
11086,4.0,1,40,1.0,3852,0,12994.166666666666,1
11087,8.0,1,45,2.0,2100,0,40952.5,1
11088,2.5,1,39,2.0,6780,0,51520.166666666664,1
11089,4.0,1,71,2.0,1488,0,25146.0,1
11090,4.5,1,45,1.0,0,0,13018.333333333334,1
11091,5.0,1,30,2.0,2100,0,18047.666666666668,1
11093,5.5,1,52,3.0,7200,0,28858.166666666668,1
11095,6.5,1,41,5.0,828,1080,23886.666666666668,1
11096,3.0,2,23,4.0,5526,1350,20143.333333333332,1
11097,6.0,1,46,4.0,13800,1740,36660.166666666664,1
11098,1.0,2,71,2.0,5700,1104,10601.666666666666,1
11099,6.0,2,35,1.0,6420,1110,26190.833333333332,1
11100,4.0,1,35,4.0,13800,1620,54021.666666666664,1
11101,7.5,2,42,3.0,7050,1896,57146.333333333336,1
11102,4.0,1,42,3.0,4860,1620,20046.0,1
11103,4.0,1,42,4.0,7200,3000,41185.666666666664,1
11104,4.0,1,43,3.0,3600,540,33514.0,1
11105,5.0,1,61,1.0,9000,1650,38632.666666666664,1
11106,6.0,1,57,1.0,1140,0,24984.0,1
11107,5.0,1,39,2.0,2400,240,11436.666666666666,1
11108,6.5,1,60,2.0,6168,0,50162.5,1
11111,3.5,1,38,2.0,5040,4800,19899.5,1
11112,6.0,1,31,2.0,4800,0,10432.666666666666,1
11113,4.0,2,53,1.0,0,0,8962.333333333334,1
11115,4.0,1,45,2.0,5136,0,21405.0,1
11116,2.0,1,57,1.0,912,0,8399.166666666666,1
11117,4.5,1,50,4.0,6600,1920,32128.0,1
11118,5.0,1,28,2.0,5880,1080,22704.0,1
11119,2.5,1,60,1.0,0,0,8509.833333333334,0
