,Family_Size,HH_head_Sex,HH_head_Age,Education,Electricity_expenditure,Water_expenditure,Total_Family_Income,Urbanity
26619,5.5,1,44,3.0,2160,0,23630.833333333332,0
26620,2.0,1,51,1.0,5100,0,24708.333333333332,0
26621,2.0,1,57,1.0,9690,0,12932.166666666666,0
26622,4.0,2,30,2.0,9600,0,25460.0,0
26623,8.0,2,35,2.0,1320,0,20978.0,0
26624,6.0,1,53,1.0,5520,0,42280.666666666664,0
26625,1.0,2,58,3.0,1380,0,6100.0,0
26626,7.0,1,41,1.0,3900,0,37089.166666666664,0
26627,5.0,1,50,1.0,1920,0,16929.833333333332,0
26628,7.0,1,45,1.0,3600,0,19829.333333333332,0
26629,4.0,1,56,2.0,8004,0,20092.833333333332,0
26630,6.5,2,61,1.0,960,0,15998.333333333334,0
26631,4.0,1,45,2.0,2760,0,17025.0,0
26632,1.0,2,57,1.0,1140,0,3934.3333333333335,0
26633,3.0,2,50,1.0,1200,0,20755.333333333332,0
26634,6.0,1,47,1.0,4500,0,18137.333333333332,0
26635,3.0,1,62,1.0,1158,0,10616.166666666666,0
26636,4.0,1,35,1.0,1620,0,12814.166666666666,0
26638,4.5,1,50,1.0,2880,600,12425.0,0
26639,6.0,1,37,1.0,1800,300,12881.666666666666,0
26640,7.0,1,40,2.0,3900,900,25544.166666666668,0
26641,6.0,1,29,1.0,1320,180,11929.666666666666,0
26642,4.5,2,34,2.0,1050,300,16950.666666666668,0
26643,5.0,1,44,1.0,4248,270,21754.666666666668,0
26644,3.0,2,62,1.0,2100,300,6862.5,0
26645,2.0,1,74,1.0,1200,120,5980.333333333333,0
26647,5.5,1,43,1.0,1500,180,27875.666666666668,0
26648,3.5,2,45,1.0,5400,384,51450.666666666664,1
26649,4.0,1,25,3.0,2400,384,29546.666666666668,1
26650,3.0,1,31,1.0,2700,150,10820.0,1
26651,1.0,1,59,1.0,504,252,5264.833333333333,1
26652,5.0,1,49,2.0,1500,384,18209.333333333332,1
26653,6.0,1,48,1.0,8400,432,15713.333333333334,1
26654,6.5,1,49,2.0,6372,462,39146.666666666664,1
26655,2.0,2,77,3.0,3072,492,17125.0,1
26656,10.0,2,64,1.0,6000,600,41091.666666666664,1
26658,3.0,1,39,3.0,2100,384,14350.0,1
26659,1.0,2,86,4.0,2700,384,13802.333333333334,1
26660,5.0,1,29,2.0,1230,0,14775.5,0
26661,10.5,1,48,1.0,660,0,18033.666666666668,0
26662,3.0,2,52,1.0,660,0,9039.333333333334,0
26663,7.0,1,45,1.0,0,0,12679.0,0
26664,3.0,1,26,2.0,2280,0,11594.166666666666,0
26665,9.0,1,45,1.0,0,0,12361.833333333334,0
26666,6.0,1,49,2.0,900,0,11393.333333333334,0
26667,2.0,1,80,1.0,9000,2400,21577.0,0
26668,5.0,1,36,2.0,3000,1140,18815.333333333332,0
26669,2.0,1,50,1.0,3450,120,9474.166666666666,0
26670,5.5,1,37,2.0,7200,108,20072.5,0
26671,3.0,1,49,1.0,3000,120,21725.833333333332,0
26672,3.5,1,54,1.0,3600,180,21706.666666666668,0
26673,4.5,1,58,2.0,16200,3678,54790.666666666664,0
26674,3.0,1,44,2.0,3900,174,13076.666666666666,0
26675,4.0,1,56,3.0,2010,750,20495.666666666668,0
26676,6.5,1,51,1.0,2160,150,18939.5,0
26677,2.0,1,61,2.0,0,120,3146.3333333333335,0
26678,6.5,1,48,4.0,4800,3120,37680.166666666664,0
26679,2.5,1,64,1.0,4800,1320,18607.5,0
26680,7.0,1,55,1.0,3600,3000,28817.666666666668,0
26681,11.0,2,58,1.0,3600,1620,26904.0,0
26683,3.5,1,42,1.0,3480,2160,17200.0,0
26684,1.0,2,88,1.0,19800,1800,50000.0,0
26685,5.0,1,77,1.0,19800,3600,47666.666666666664,0
26686,3.0,1,19,2.0,3000,1800,41393.5,0
26687,5.0,1,55,1.0,2130,576,13476.666666666666,0
26688,7.0,1,50,2.0,1410,900,29587.166666666668,0
26689,6.0,1,59,1.0,2400,900,15435.5,0
26690,3.5,2,66,1.0,4200,654,9445.833333333334,0
26691,4.0,1,35,2.0,3720,1080,17744.666666666668,0
26692,1.0,2,45,2.0,1578,1080,7973.0,0
26693,3.0,1,67,1.0,4656,480,9920.666666666666,0
26694,3.5,2,54,1.0,4200,240,8883.333333333334,0
26695,3.0,1,51,2.0,4740,240,13300.333333333334,0
26696,4.5,1,56,1.0,1710,1554,13342.166666666666,0
26697,2.0,1,55,1.0,4158,1320,11205.166666666666,0
26698,3.5,1,36,2.0,1116,240,11636.666666666666,0
26699,6.5,1,40,2.0,2700,240,12883.0,0
26700,4.0,1,55,2.0,6600,1560,8691.333333333334,0
26701,6.0,1,39,2.0,1110,720,11303.333333333334,0
26702,3.0,2,45,1.0,0,240,12140.166666666666,0
26703,4.0,1,35,3.0,10200,3600,18801.0,0
26704,1.0,1,45,2.0,2700,900,9251.666666666666,0
26705,5.0,1,31,2.0,2700,300,14575.5,0
26706,4.0,1,59,3.0,30000,5400,48885.0,0
26707,5.0,1,52,2.0,4200,0,22124.666666666668,0
26708,2.0,1,55,2.0,3000,0,12922.0,0
26709,5.0,1,42,2.0,3000,0,8598.333333333334,0
26710,6.0,1,35,2.0,3600,2382,14912.0,0
26711,6.0,1,43,2.0,3600,0,10404.666666666666,0
26712,5.0,1,63,1.0,2400,0,10946.5,0
26713,2.0,1,64,1.0,900,0,4438.0,0
26714,2.5,1,69,1.0,2400,0,8867.833333333334,0
26715,7.0,1,61,1.0,3900,0,21556.833333333332,0
26716,2.0,1,61,1.0,2400,0,8325.166666666666,0
26717,7.0,1,64,1.0,600,0,7665.0,0
26718,3.0,1,38,4.0,5400,0,13856.666666666666,0
26719,6.0,1,39,1.0,2100,0,10366.666666666666,0
26720,2.0,1,25,1.0,1800,0,12670.666666666666,0
26721,6.0,1,47,1.0,2100,0,9224.166666666666,0
26722,4.0,1,28,1.0,2100,0,6324.333333333333,0
26723,6.0,1,64,1.0,3600,0,11119.0,0
26724,3.0,1,29,1.0,1500,0,7104.5,0
26725,5.0,1,49,1.0,3600,0,13548.0,0
26726,8.0,1,36,2.0,3600,0,14369.333333333334,0
26727,5.0,1,54,2.0,3300,0,10403.333333333334,0
26728,2.0,1,69,1.0,900,0,8107.0,0
26729,6.5,1,62,1.0,1500,0,10144.833333333334,0
26730,5.0,1,45,1.0,1800,0,11984.0,0
26731,7.0,1,50,1.0,1800,0,10806.333333333334,0
26732,4.0,2,63,1.0,2100,0,10285.333333333334,0
26733,6.0,1,61,1.0,2100,0,12464.666666666666,0
26734,3.0,1,79,1.0,1800,0,14882.166666666666,0
26735,8.0,1,55,1.0,3000,0,12372.666666666666,0
26736,11.0,1,45,2.0,4476,5796,54720.0,1
26738,2.0,1,51,3.0,4620,0,29280.0,1
26739,8.0,1,51,2.0,2400,0,41666.0,1
26741,3.5,1,46,2.0,7200,0,33100.5,1
26742,3.0,1,69,1.0,4800,0,59952.5,1
26743,5.0,1,40,1.0,6276,0,15617.5,1
26744,3.0,1,59,1.0,1200,0,20260.333333333332,1
26746,4.0,1,38,4.0,12180,1500,47779.666666666664,1
26747,7.0,2,71,1.0,9000,1500,44424.0,1
26748,6.0,1,56,2.0,5100,0,30910.833333333332,1
26749,6.0,1,43,2.0,1500,0,32104.0,1
26750,3.0,2,81,1.0,0,0,16315.0,1
26751,4.0,1,40,2.0,1866,0,16682.833333333332,1
26752,3.0,1,39,3.0,3552,0,23505.5,1
26753,6.0,1,40,3.0,9444,3000,59736.666666666664,1
26754,5.5,1,42,5.0,6348,0,54116.833333333336,1
26755,2.0,2,71,2.0,918,0,7207.0,1
26757,4.0,1,53,3.0,3600,0,35661.5,1
26758,6.0,1,44,2.0,3294,0,55671.166666666664,1
26759,2.0,2,55,1.0,7560,0,25541.166666666668,1
26760,5.0,1,39,2.0,1800,0,16062.833333333334,1
26761,5.0,1,39,1.0,3000,0,17430.666666666668,1
26762,2.0,1,33,2.0,1152,0,15185.333333333334,1
26763,3.0,2,31,2.0,4680,0,14397.333333333334,1
26764,4.0,1,43,2.0,5760,0,25075.0,1
26766,6.0,1,54,1.0,5400,0,49371.0,1
26768,5.0,1,39,1.0,0,0,19409.5,0
26769,7.5,1,52,1.0,0,60,17429.5,0
26770,8.0,1,33,1.0,0,60,20631.666666666668,0
26771,5.0,1,51,1.0,1500,0,24072.333333333332,0
26772,6.5,1,69,1.0,2124,0,30362.333333333332,0
26773,4.0,1,30,1.0,0,0,20721.333333333332,0
26774,9.0,1,42,1.0,1722,0,32375.0,0
26775,5.0,1,55,1.0,0,60,19668.833333333332,0
26776,1.0,1,42,1.0,0,0,12665.5,0
26777,7.0,1,43,1.0,2094,0,44991.666666666664,0
26778,8.5,1,51,2.0,798,0,23868.0,0
26779,5.0,1,30,1.0,0,0,19546.0,0
26780,5.0,1,55,1.0,1260,60,21949.666666666668,0
26781,4.0,1,27,2.0,4002,0,29010.833333333332,0
26782,6.0,1,51,2.0,2916,0,12740.0,0
26783,4.0,1,44,1.0,3240,0,22373.833333333332,0
26784,7.0,1,39,2.0,432,0,30045.166666666668,0
26785,4.0,1,55,3.0,2460,0,27093.166666666668,0
26786,7.5,1,41,1.0,2442,0,13617.0,0
26787,4.0,1,28,2.0,756,0,19126.166666666668,0
26788,6.0,1,32,3.0,888,0,9790.666666666666,0
26790,5.0,1,59,1.0,0,0,20696.0,0
26792,5.0,1,69,1.0,3408,0,34801.666666666664,0
26793,5.0,1,52,3.0,3420,0,27300.0,0
26794,3.5,2,85,1.0,15276,0,44052.333333333336,0
26795,2.0,1,50,4.0,7500,0,44691.666666666664,0
26796,6.0,1,45,2.0,1920,0,29838.0,0
26797,6.0,1,58,1.0,5400,0,36471.5,0
26798,6.0,1,45,4.0,2838,0,55404.0,0
26799,5.0,1,37,1.0,780,0,19283.833333333332,0
26800,10.5,1,51,1.0,2700,0,28348.0,0
26801,4.0,1,85,1.0,13650,0,33565.666666666664,0
26802,4.5,1,34,2.0,6960,0,34225.5,0
26803,6.0,1,63,1.0,19200,0,42579.833333333336,0
26804,7.0,1,47,1.0,2610,0,21598.333333333332,0
26805,8.0,1,53,1.0,2346,0,29878.0,0
26806,2.0,1,52,2.0,4200,0,36625.333333333336,0
26807,6.0,1,44,2.0,2604,0,45325.0,0
26808,4.0,1,28,3.0,5700,0,40233.666666666664,0
26809,3.0,1,64,1.0,2652,0,12205.666666666666,0
26810,3.0,1,60,2.0,2868,0,15328.833333333334,0
26812,5.0,1,33,1.0,936,0,20719.833333333332,0
26813,3.0,1,39,3.0,300,0,10687.0,0
26815,5.0,1,51,2.0,4920,0,16724.666666666668,0
26816,6.5,1,53,1.0,0,0,22803.5,0
26817,5.0,2,37,2.0,4800,0,15223.0,0
26818,5.0,2,53,2.0,2160,0,19286.333333333332,0
26819,4.5,1,71,2.0,5400,0,36875.0,0
26820,5.5,2,60,1.0,4566,0,49973.666666666664,0
26821,3.5,1,46,2.0,2280,180,17119.666666666668,0
26822,3.5,1,40,1.0,840,60,15317.166666666666,0
26823,5.0,1,46,1.0,4734,240,22418.333333333332,0
26824,5.0,1,39,2.0,0,240,17076.333333333332,0
26825,3.5,1,55,1.0,2400,240,16815.0,0
26826,3.0,1,40,1.0,0,120,30051.166666666668,0
26827,5.0,1,43,1.0,2400,0,8418.333333333334,0
26828,2.0,1,69,1.0,0,60,11407.0,0
26829,3.0,1,67,1.0,0,0,16097.166666666666,0
26830,4.0,1,32,1.0,0,240,21295.5,0
26831,6.0,1,44,1.0,4242,60,19404.166666666668,0
26832,3.0,1,50,1.0,1620,120,12264.833333333334,0
26833,6.0,1,39,1.0,1686,120,20278.666666666668,0
26834,7.5,1,39,1.0,0,60,18719.833333333332,0
26835,6.5,1,33,1.0,2268,0,10060.166666666666,0
26836,6.0,1,39,2.0,1278,0,13491.666666666666,0
26837,6.5,1,45,2.0,1092,0,9731.833333333334,0
26839,7.5,1,39,2.0,1824,0,26306.666666666668,0
26841,4.5,1,46,1.0,5136,0,28369.666666666668,0
26842,1.0,1,39,2.0,0,0,6356.666666666667,0
26843,5.0,2,54,1.0,8802,1872,20860.5,1
26845,7.0,1,38,2.0,0,3636,20138.166666666668,1
26847,7.0,1,44,2.0,8400,9000,41893.5,1
26848,6.5,1,34,2.0,6000,6552,19083.166666666668,1
26849,5.0,1,48,2.0,6000,960,29647.833333333332,1
26850,4.0,1,53,1.0,5400,2760,46811.666666666664,1
26852,4.5,1,47,2.0,12510,3000,45178.166666666664,1
26855,3.5,1,66,1.0,4800,4200,32107.666666666668,1
26856,2.0,1,48,2.0,6150,1320,17355.833333333332,1
26857,4.0,1,49,2.0,24000,6306,59080.666666666664,1
26859,3.0,1,41,3.0,8400,3000,44348.333333333336,1
26861,5.0,1,33,3.0,2832,300,23360.333333333332,1
26863,5.0,2,66,3.0,12000,0,53268.333333333336,1
26864,5.5,1,57,2.0,12678,0,38986.333333333336,1
26866,5.0,1,40,2.0,17400,600,47999.666666666664,1
26868,2.5,2,56,2.0,14898,4488,48706.333333333336,1
26870,4.0,1,44,1.0,4500,5148,19453.333333333332,1
26875,4.0,1,55,2.0,16200,7800,41366.666666666664,1
26876,4.5,1,30,5.0,11808,19362,53752.166666666664,1
26878,4.5,2,55,2.0,10800,3000,38292.0,1
26879,3.5,1,56,3.0,14400,5400,48574.166666666664,1
26880,5.0,1,49,4.0,6600,3600,54569.333333333336,1
26881,5.5,1,45,2.0,11400,2400,38646.0,1
26885,2.5,2,77,2.0,8700,1560,24116.666666666668,1
26886,4.0,1,43,2.0,3600,2580,20400.333333333332,1
26887,8.5,2,52,2.0,9480,2280,55812.5,1
26890,5.0,1,52,1.0,4800,1890,44976.333333333336,1
26891,3.5,2,43,4.0,8700,1740,51106.666666666664,1
26893,5.0,1,30,2.0,4872,4026,44063.333333333336,1
26894,3.0,1,28,2.0,7200,3000,31779.0,1
26895,8.0,1,48,1.0,6396,3984,18724.5,1
26896,6.0,1,52,1.0,4200,1380,27776.0,1
26897,4.5,1,23,2.0,3798,1320,19685.5,1
26898,5.0,1,42,4.0,12000,3720,28336.333333333332,1
26899,4.0,1,33,3.0,4200,1800,21613.666666666668,1
26900,8.0,1,67,1.0,16800,9000,50967.5,1
26905,4.0,1,38,2.0,8100,2334,37768.333333333336,1
26907,5.5,1,51,2.0,3222,1500,22793.0,1
26908,4.5,2,72,1.0,5370,2004,52259.333333333336,1
26912,4.0,1,39,2.0,3900,1146,21800.0,1
26913,7.0,1,36,1.0,1800,900,17717.0,1
26914,1.0,2,58,2.0,942,900,5828.0,1
26915,4.5,1,48,3.0,12000,7878,45556.666666666664,1
26916,4.5,1,46,1.0,4200,1620,14721.5,1
26918,3.5,1,28,2.0,3768,2100,26265.333333333332,1
26919,5.0,1,49,1.0,3600,1848,16698.666666666668,1
26920,6.0,1,56,2.0,3600,2400,43759.666666666664,1
26921,8.0,2,45,3.0,9000,6000,46232.0,1
26922,3.5,1,40,1.0,12960,8940,25141.666666666668,1
26923,4.0,1,37,1.0,0,1800,14601.333333333334,1
26924,3.5,1,44,3.0,3600,6000,35783.333333333336,1
26925,2.0,1,72,1.0,300,1380,5249.166666666667,1
26926,5.0,1,32,2.0,4044,7500,30459.666666666668,1
26927,1.0,1,81,1.0,900,1560,9493.333333333334,1
26928,3.0,1,47,2.0,12600,4140,41961.666666666664,1
26929,8.0,1,44,2.0,9000,1800,40524.5,1
26930,3.0,1,36,1.0,3060,522,17558.333333333332,1
26931,7.0,2,33,1.0,2358,0,52365.0,1
26932,7.0,1,43,3.0,6600,156,28828.333333333332,1
26933,5.0,1,47,2.0,15000,3600,54723.666666666664,1
26934,4.0,1,47,3.0,13200,4500,44296.666666666664,1
26935,3.5,1,59,2.0,15000,2220,58982.5,1
26936,6.5,1,30,2.0,7380,3600,38678.333333333336,1
26938,2.5,2,57,2.0,12840,5280,28359.5,1
26941,4.5,1,60,1.0,12600,3366,32675.0,1
26942,8.0,1,60,1.0,6702,3900,47649.333333333336,1
26943,5.5,1,40,2.0,12066,2916,24700.0,1
26944,3.0,1,41,2.0,3900,0,25833.333333333332,1
26945,5.0,1,37,2.0,6738,2700,27036.0,1
26946,6.0,1,35,2.0,6000,2976,19200.0,1
26947,10.0,2,59,1.0,12228,0,47030.0,1
26948,4.0,1,48,2.0,3600,810,24806.666666666668,1
26949,7.0,1,48,3.0,19422,3678,59019.166666666664,1
26950,5.0,1,53,4.0,22446,4452,55541.666666666664,1
26954,2.5,1,59,2.0,14718,5700,43333.333333333336,1
26956,1.0,2,46,2.0,1710,900,15375.0,1
26962,4.0,2,46,2.0,5040,3780,24021.166666666668,1
26963,5.0,2,52,3.0,3600,3000,14976.5,1
26964,6.0,2,69,2.0,12000,4200,27205.5,1
26965,5.0,1,31,2.0,14400,5760,35048.333333333336,1
26966,3.0,2,45,2.0,10200,6600,53500.0,1
26967,6.0,1,46,2.0,11400,4830,49453.333333333336,1
26968,1.0,1,63,4.0,4200,1500,15250.0,1
26970,2.0,1,33,2.0,3300,1500,28600.0,1
26971,5.0,1,67,1.0,9720,3000,22848.0,1
26973,7.0,2,46,1.0,1800,1662,17208.0,1
26974,4.0,1,68,1.0,3600,1320,17510.0,1
26976,3.0,1,28,2.0,9000,7200,32103.333333333332,1
26977,3.0,1,37,1.0,27600,2700,58133.333333333336,1
26978,4.0,1,49,3.0,15600,4800,27180.833333333332,1
26979,6.0,1,57,2.0,22800,4500,56400.0,1
26980,6.5,1,42,1.0,3600,8370,21720.833333333332,1
26982,3.0,1,28,2.0,6900,4998,19717.666666666668,1
26983,3.0,1,54,1.0,6900,7542,39816.833333333336,1
26984,7.0,1,34,2.0,9300,8142,45470.666666666664,1
26985,4.0,1,40,2.0,9600,4290,35843.5,1
26986,2.0,2,59,3.0,1608,1266,33627.0,1
26987,5.5,1,46,2.0,2700,4140,29913.333333333332,1
26988,8.5,1,44,1.0,7200,840,45190.0,1
26989,6.0,1,60,2.0,8304,3000,21021.666666666668,1
26990,4.0,1,45,3.0,3600,960,33397.833333333336,1
26991,3.0,1,73,1.0,1074,960,11942.333333333334,1
26992,5.5,1,46,2.0,10110,2982,32372.5,1
26993,1.0,2,69,1.0,300,240,5323.5,1
26994,10.5,1,48,1.0,2700,1068,27178.0,1
26995,6.0,1,46,2.0,3390,2682,22705.333333333332,1
26996,4.5,1,40,1.0,4080,3840,26595.333333333332,1
26997,7.5,1,48,2.0,4260,2700,28736.333333333332,1
26998,9.0,1,40,1.0,1350,3378,27963.5,1
26999,3.0,1,49,1.0,6300,1500,17736.833333333332,1
27000,5.0,1,41,1.0,4104,1500,14264.5,1
27001,6.5,1,37,1.0,0,774,15810.0,1
27003,8.0,1,37,2.0,1800,3810,18392.666666666668,1
27004,8.0,1,37,2.0,8400,2838,20903.833333333332,1
27005,7.0,1,41,3.0,13200,4200,49875.333333333336,1
27006,2.0,1,55,1.0,4800,3750,22572.0,1
27007,5.0,2,49,2.0,11400,3924,36465.0,1
27008,1.0,1,67,1.0,0,0,10082.0,1
27010,11.0,1,49,2.0,5310,4290,23064.0,1
27011,3.0,1,51,2.0,9600,2598,39225.833333333336,1
27012,6.0,1,59,1.0,4200,4200,19041.666666666668,1
27013,4.0,1,23,2.0,4200,3660,20569.333333333332,1
27014,5.0,1,43,1.0,8736,8538,27212.333333333332,1
27015,5.0,2,43,1.0,1230,660,15156.0,1
27016,2.0,1,33,2.0,4200,2370,20630.0,1
27017,11.0,1,43,2.0,8736,2316,40165.0,1
27018,4.5,1,44,3.0,5040,4698,39898.666666666664,1
27019,5.0,1,52,3.0,9600,5520,25591.666666666668,1
27021,3.0,1,37,2.0,15726,1770,49391.666666666664,1
27022,2.5,1,36,2.0,3000,780,19556.833333333332,1
27023,8.5,1,66,2.0,0,900,35994.666666666664,1
27024,4.0,1,46,1.0,10038,906,38260.0,1
27025,2.0,1,44,2.0,6600,2160,15935.0,0
27026,5.0,1,36,2.0,9792,2760,48717.666666666664,0
27027,9.0,1,45,1.0,6600,3900,55705.166666666664,0
27028,5.0,1,48,2.0,6300,0,31610.833333333332,0
27029,3.5,1,57,3.0,4800,0,21897.333333333332,0
27030,7.5,1,43,1.0,6378,1500,28571.666666666668,0
27031,4.5,2,20,3.0,10800,4680,33293.0,0
27032,5.0,1,55,2.0,13410,2400,28006.666666666668,0
27033,5.0,1,30,2.0,2352,1200,39136.666666666664,0
27034,5.0,1,41,3.0,6300,1800,26233.333333333332,0
27035,5.0,1,43,2.0,7692,4080,37200.0,0
27036,7.0,1,50,2.0,5400,2820,40060.0,0
27037,5.0,1,39,4.0,15720,3060,56772.333333333336,0
27038,2.5,2,64,1.0,6036,2400,52523.166666666664,0
27039,4.0,1,62,2.0,6600,0,20997.166666666668,0
27040,7.0,1,45,1.0,2400,1818,23100.0,0
27041,1.0,1,69,1.0,0,0,6228.333333333333,0
27042,6.5,2,56,1.0,3528,0,32209.5,0
27043,4.0,1,34,1.0,3084,0,16855.666666666668,0
27044,6.0,1,57,2.0,12420,816,59883.333333333336,0
27045,4.0,1,55,1.0,5832,0,32770.0,0
27046,7.0,1,39,2.0,4032,900,22873.5,0
27047,5.0,1,50,1.0,2700,1200,12752.833333333334,0
27048,7.0,1,32,2.0,5100,0,24583.166666666668,0
27049,3.0,1,61,1.0,7200,900,33233.333333333336,0
27050,6.5,1,50,2.0,2400,1800,33834.333333333336,0
27051,5.0,1,58,2.0,4200,0,22424.666666666668,0
27052,6.0,1,58,2.0,0,0,13310.833333333334,0
27053,3.0,1,61,1.0,6000,2430,25797.166666666668,1
27054,4.0,1,55,1.0,2130,2880,27411.666666666668,1
27055,3.0,1,23,1.0,1938,990,21893.333333333332,1
27056,6.0,1,52,2.0,6000,1896,33100.0,1
27057,8.0,2,51,1.0,8082,2400,50179.166666666664,1
27058,2.0,1,62,1.0,4800,2400,16523.333333333332,1
27059,5.0,2,45,4.0,14400,2568,57886.666666666664,1
27061,5.0,1,38,2.0,4200,1500,22385.666666666668,1
27062,2.0,1,30,2.0,2400,1200,38646.166666666664,1
27063,5.0,2,26,2.0,7620,1980,50443.333333333336,1
27064,4.0,1,45,1.0,5580,1650,34638.333333333336,1
27065,7.0,1,41,2.0,4302,1200,16205.333333333334,1
27067,2.0,1,64,1.0,2820,1500,14666.0,1
27068,8.5,1,45,2.0,12600,3000,39204.666666666664,1
27069,5.5,1,53,2.0,13320,2550,29890.0,1
27070,3.5,2,57,1.0,13200,3150,32297.0,1
27072,6.0,1,53,3.0,27000,6600,52337.833333333336,1
27073,1.0,1,41,2.0,1200,900,13537.833333333334,1
27074,5.0,2,80,1.0,6600,900,26265.333333333332,1
27075,8.5,1,45,2.0,900,258,12100.333333333334,1
27076,2.0,1,49,1.0,1200,300,16004.5,1
27078,4.5,1,42,2.0,5130,1938,21358.0,1
27079,5.0,1,49,3.0,6264,4722,20948.333333333332,1
27080,4.5,1,65,1.0,3600,1980,29237.5,1
27081,5.0,1,56,1.0,10200,2880,56203.833333333336,1
27082,4.0,1,41,1.0,5280,1800,21623.666666666668,1
27083,3.0,2,71,1.0,1734,1020,10360.0,1
27084,5.0,2,44,1.0,4464,2100,40183.333333333336,1
27085,4.5,2,60,1.0,2634,600,13993.333333333334,1
27086,5.0,1,39,1.0,3042,600,22806.166666666668,1
27087,5.0,1,30,2.0,3564,0,44346.666666666664,1
27088,7.0,1,44,1.0,2964,0,40017.5,1
27090,5.0,1,56,1.0,3804,1080,29224.0,1
27091,5.5,1,45,2.0,10140,1680,25768.5,1
27092,3.0,1,35,2.0,2442,1320,20255.0,1
27093,9.0,1,47,1.0,2400,0,30391.666666666668,1
27094,4.0,1,36,2.0,3978,0,17752.0,1
27095,1.0,2,65,1.0,1842,1200,11920.666666666666,1
27096,6.0,1,37,3.0,5760,1440,27480.0,1
27097,5.5,1,26,1.0,4182,1170,16344.166666666666,1
27098,5.0,1,53,2.0,5010,1500,53720.333333333336,1
27099,9.0,2,54,1.0,5400,600,51033.833333333336,1
27100,1.0,1,73,1.0,3030,600,14469.833333333334,1
27101,3.0,1,27,1.0,3600,2400,21050.0,1
27102,6.0,1,32,2.0,8700,2790,46965.166666666664,1
27103,3.0,2,45,4.0,14400,3300,43561.333333333336,1
27104,3.0,1,24,2.0,3000,1800,16308.666666666666,1
27105,10.5,1,46,2.0,7800,4200,36139.166666666664,1
27106,8.0,1,52,1.0,12600,3000,34338.333333333336,1
27107,1.0,2,65,1.0,1788,1200,8336.333333333334,1
27108,3.0,1,29,3.0,9600,2520,51325.666666666664,1
27109,6.0,1,48,1.0,3900,0,12789.666666666666,1
27110,3.0,1,63,1.0,2838,1740,25917.0,1
27111,2.0,2,57,1.0,3600,0,10446.5,1
27112,5.0,1,39,4.0,4980,0,16133.333333333334,1
27113,8.5,1,37,1.0,3600,0,24635.333333333332,1
27114,6.0,1,50,1.0,2328,0,25835.333333333332,1
27115,5.0,2,55,1.0,6240,0,32223.333333333332,1
27116,4.0,1,42,2.0,6000,0,29618.333333333332,1
27117,5.0,1,47,1.0,5796,1200,35118.0,1
27118,5.0,1,38,3.0,5988,1200,16280.0,1
27119,7.0,1,60,2.0,3480,900,48019.0,1
27120,9.0,1,51,1.0,3780,0,35940.333333333336,1
27121,5.0,1,42,3.0,5520,1380,16975.0,1
27122,5.0,1,46,1.0,6000,0,13677.333333333334,1
27123,5.0,1,59,2.0,11100,1800,20807.0,1
27124,7.0,2,64,1.0,8100,2400,55388.666666666664,1
27125,4.0,1,69,2.0,18276,6390,55655.333333333336,1
27126,3.5,2,55,2.0,11838,1350,55258.666666666664,1
27127,3.0,1,59,2.0,4464,3000,20894.333333333332,1
27128,2.5,1,39,1.0,5304,2124,44700.0,1
27130,5.0,1,41,2.0,6600,2922,20992.166666666668,1
27131,3.0,1,52,3.0,3504,1800,25134.0,1
27133,4.5,1,50,4.0,3300,0,26339.333333333332,1
27134,4.0,1,51,2.0,18438,0,58358.0,1
27135,6.0,1,51,2.0,5724,2160,26176.333333333332,1
27136,3.0,1,40,1.0,5100,2280,18952.333333333332,1
27137,7.0,1,39,1.0,9180,1200,38113.0,1
27138,1.0,1,59,4.0,8700,1680,45533.0,1
27139,6.5,1,56,1.0,5700,3000,29420.0,1
27140,2.0,2,57,2.0,4560,2790,33132.0,1
27141,7.0,2,60,3.0,4524,2700,29185.0,1
27145,8.0,1,57,2.0,3000,1680,45943.333333333336,1
27146,3.0,1,29,2.0,5940,960,59716.333333333336,1
27149,4.0,1,26,3.0,3060,2400,17635.0,1
27152,7.0,1,38,1.0,5100,2196,19918.333333333332,1
27155,4.0,1,40,3.0,9000,2880,39405.333333333336,1
27157,3.5,1,67,4.0,21600,7800,43896.833333333336,1
27158,3.0,1,55,2.0,8400,3900,33808.333333333336,1
27162,4.0,1,49,1.0,0,3492,29902.0,1
27163,7.0,1,48,1.0,10800,2172,29864.166666666668,1
27164,9.0,2,38,2.0,19440,3300,40217.166666666664,1
27165,4.0,1,44,4.0,19200,6600,41232.166666666664,1
27166,5.0,2,74,1.0,4500,1572,30344.666666666668,1
27167,7.0,1,38,2.0,5400,1692,27752.5,1
27168,5.0,1,49,3.0,15600,2100,44819.833333333336,1
27170,7.0,1,52,3.0,6900,2400,46408.166666666664,1
27172,4.0,2,57,1.0,10086,5226,41381.333333333336,1
27173,1.0,1,33,3.0,3600,1554,23186.666666666668,1
27174,5.0,1,30,2.0,7800,2400,29746.5,1
27176,3.0,1,31,3.0,6000,2700,43822.0,1
27178,6.0,1,35,2.0,9600,3600,39752.666666666664,1
27180,4.0,1,30,2.0,17400,1980,37205.333333333336,1
27181,6.0,1,51,1.0,7488,3522,53864.666666666664,1
27182,6.0,1,51,1.0,13860,5400,42713.333333333336,1
27183,4.5,1,52,2.0,17400,2580,50183.0,1
27184,7.0,1,39,3.0,17400,4200,58748.666666666664,1
