,UF,Nome,Código
4510,SC,Guaramirim,4206504
4511,SC,Guarujá do Sul,4206603
4512,SC,Guatambú,4206652
4513,SC,Herval d'Oeste,4206702
4514,SC,Ibiam,4206751
4515,SC,Ibicaré,4206801
4516,SC,Ibirama,4206900
4517,SC,Içara,4207007
4518,SC,Ilhota,4207106
4519,SC,Imaruí,4207205
4520,SC,Imbituba,4207304
4521,SC,Imbuia,4207403
4522,SC,Indaial,4207502
4523,SC,Iomerê,4207577
4524,SC,Ipira,4207601
4525,SC,Iporã do Oeste,4207650
4526,SC,Ipuaçu,4207684
4527,SC,Ipumirim,4207700
4528,SC,Iraceminha,4207759
4529,SC,Irani,4207809
4530,SC,Irati,4207858
4531,SC,Irineópolis,4207908
4532,SC,Itá,4208005
4533,SC,Itaiópolis,4208104
4534,SC,Itajaí,4208203
4535,SC,Itapema,4208302
4536,SC,Itapiranga,4208401
4537,SC,Itapoá,4208450
4538,SC,Ituporanga,4208500
4539,SC,Jaborá,4208609
4540,SC,Jacinto Machado,4208708
4541,SC,Jaguaruna,4208807
4542,SC,Jaraguá do Sul,4208906
4543,SC,Jardinópolis,4208955
4544,SC,Joaçaba,4209003
4545,SC,Joinville,4209102
4546,SC,José Boiteux,4209151
4547,SC,Jupiá,4209177
4548,SC,Lacerdópolis,4209201
4549,SC,Lages,4209300
4550,SC,Laguna,4209409
4551,SC,Lajeado Grande,4209458
4552,SC,Laurentino,4209508
4553,SC,Lauro Muller,4209607
4554,SC,Lebon Régis,4209706
4555,SC,Leoberto Leal,4209805
4556,SC,Lindóia do Sul,4209854
4557,SC,Lontras,4209904
4558,SC,Luiz Alves,4210001
4559,SC,Luzerna,4210035
4560,SC,Macieira,4210050
4561,SC,Mafra,4210100
4562,SC,Major Gercino,4210209
4563,SC,Major Vieira,4210308
4564,SC,Maracajá,4210407
4565,SC,Maravilha,4210506
4566,SC,Marema,4210555
4567,SC,Massaranduba,4210605
4568,SC,Matos Costa,4210704
4569,SC,Meleiro,4210803
4570,SC,Mirim Doce,4210852
4571,SC,Modelo,4210902
4572,SC,Mondaí,4211009
4573,SC,Monte Carlo,4211058
4574,SC,Monte Castelo,4211108
4575,SC,Morro da Fumaça,4211207
4576,SC,Morro Grande,4211256
4577,SC,Navegantes,4211306
4578,SC,Nova Erechim,4211405
4579,SC,Nova Itaberaba,4211454
4580,SC,Nova Trento,4211504
4581,SC,Nova Veneza,4211603
4582,SC,Novo Horizonte,4211652
4583,SC,Orleans,4211702
4584,SC,Otacílio Costa,4211751
4585,SC,Ouro,4211801
4586,SC,Ouro Verde,4211850
4587,SC,Paial,4211876
4588,SC,Painel,4211892
4589,SC,Palhoça,4211900
4590,SC,Palma Sola,4212007
4591,SC,Palmeira,4212056
4592,SC,Palmitos,4212106
4593,SC,Papanduva,4212205
4594,SC,Paraíso,4212239
4595,SC,Passo de Torres,4212254
4596,SC,Passos Maia,4212270
4597,SC,Paulo Lopes,4212304
4598,SC,Pedras Grandes,4212403
4599,SC,Penha,4212502
4600,SC,Peritiba,4212601
4601,SC,Petrolândia,4212700
4602,SC,Pinhalzinho,4212908
4603,SC,Pinheiro Preto,4213005
4604,SC,Piratuba,4213104
4605,SC,Planalto Alegre,4213153
4606,SC,Pomerode,4213203
4607,SC,Ponte Alta,4213302
4608,SC,Ponte Alta do Norte,4213351
4609,SC,Ponte Serrada,4213401
4610,SC,Porto Belo,4213500
4611,SC,Porto União,4213609
4612,SC,Pouso Redondo,4213708
4613,SC,Praia Grande,4213807
4614,SC,Presidente Castello Branco,4213906
4615,SC,Presidente Getúlio,4214003
4616,SC,Presidente Nereu,4214102
4617,SC,Princesa,4214151
4618,SC,Quilombo,4214201
4619,SC,Rancho Queimado,4214300
4620,SC,Rio das Antas,4214409
4621,SC,Rio do Campo,4214508
4622,SC,Rio do Oeste,4214607
4623,SC,Rio do Sul,4214805
4624,SC,Rio dos Cedros,4214706
4625,SC,Rio Fortuna,4214904
4626,SC,Rio Negrinho,4215000
4627,SC,Rio Rufino,4215059
4628,SC,Riqueza,4215075
4629,SC,Rodeio,4215109
4630,SC,Romelândia,4215208
4631,SC,Salete,4215307
4632,SC,Saltinho,4215356
4633,SC,Salto Veloso,4215406
4634,SC,Sangão,4215455
4635,SC,Santa Cecília,4215505
4636,SC,Santa Helena,4215554
4637,SC,Santa Rosa de Lima,4215604
4638,SC,Santa Rosa do Sul,4215653
4639,SC,Santa Terezinha,4215679
4640,SC,Santa Terezinha do Progresso,4215687
4641,SC,Santiago do Sul,4215695
4642,SC,Santo Amaro da Imperatriz,4215703
4643,SC,São Bento do Sul,4215802
4644,SC,São Bernardino,4215752
4645,SC,São Bonifácio,4215901
4646,SC,São Carlos,4216008
4647,SC,São Cristovão do Sul,4216057
4648,SC,São Domingos,4216107
4649,SC,São Francisco do Sul,4216206
4650,SC,São João Batista,4216305
4651,SC,São João do Itaperiú,4216354
4652,SC,São João do Oeste,4216255
4653,SC,São João do Sul,4216404
4654,SC,São Joaquim,4216503
4655,SC,São José,4216602
4656,SC,São José do Cedro,4216701
4657,SC,São José do Cerrito,4216800
4658,SC,São Lourenço do Oeste,4216909
4659,SC,São Ludgero,4217006
4660,SC,São Martinho,4217105
4661,SC,São Miguel da Boa Vista,4217154
4662,SC,São Miguel do Oeste,4217204
4663,SC,São Pedro de Alcântara,4217253
4664,SC,Saudades,4217303
4665,SC,Schroeder,4217402
4666,SC,Seara,4217501
4667,SC,Serra Alta,4217550
4668,SC,Siderópolis,4217600
4669,SC,Sombrio,4217709
4670,SC,Sul Brasil,4217758
4671,SC,Taió,4217808
4672,SC,Tangará,4217907
4673,SC,Tigrinhos,4217956
4674,SC,Tijucas,4218004
4675,SC,Timbé do Sul,4218103
4676,SC,Timbó,4218202
4677,SC,Timbó Grande,4218251
4678,SC,Três Barras,4218301
4679,SC,Treviso,4218350
4680,SC,Treze de Maio,4218400
4681,SC,Treze Tílias,4218509
4682,SC,Trombudo Central,4218608
4683,SC,Tubarão,4218707
4684,SC,Tunápolis,4218756
4685,SC,Turvo,4218806
4686,SC,União do Oeste,4218855
4687,SC,Urubici,4218905
4688,SC,Urupema,4218954
4689,SC,Urussanga,4219002
4690,SC,Vargeão,4219101
4691,SC,Vargem,4219150
4692,SC,Vargem Bonita,4219176
4693,SC,Vidal Ramos,4219200
4694,SC,Videira,4219309
4695,SC,Vitor Meireles,4219358
4696,SC,Witmarsum,4219408
4697,SC,Xanxerê,4219507
4698,SC,Xavantina,4219606
4699,SC,Xaxim,4219705
4700,SC,Zortéa,4219853
4701,SE,Amparo de São Francisco,2800100
4702,SE,Aquidabã,2800209
4703,SE,Aracaju,2800308
4704,SE,Arauá,2800407
4705,SE,Areia Branca,2800506
4706,SE,Barra dos Coqueiros,2800605
4707,SE,Boquim,2800670
4708,SE,Brejo Grande,2800704
4709,SE,Campo do Brito,2801009
4710,SE,Canhoba,2801108
4711,SE,Canindé de São Francisco,2801207
4712,SE,Capela,2801306
4713,SE,Carira,2801405
4714,SE,Carmópolis,2801504
4715,SE,Cedro de São João,2801603
4716,SE,Cristinápolis,2801702
4717,SE,Cumbe,2801900
4718,SE,Divina Pastora,2802007
4719,SE,Estância,2802106
4720,SE,Feira Nova,2802205
4721,SE,Frei Paulo,2802304
4722,SE,Gararu,2802403
4723,SE,General Maynard,2802502
4724,SE,Gracho Cardoso,2802601
4725,SE,Ilha das Flores,2802700
4726,SE,Indiaroba,2802809
4727,SE,Itabaiana,2802908
4728,SE,Itabaianinha,2803005
4729,SE,Itabi,2803104
4730,SE,Itaporanga d'Ajuda,2803203
4731,SE,Japaratuba,2803302
4732,SE,Japoatã,2803401
4733,SE,Lagarto,2803500
4734,SE,Laranjeiras,2803609
4735,SE,Macambira,2803708
4736,SE,Malhada dos Bois,2803807
4737,SE,Malhador,2803906
4738,SE,Maruim,2804003
4739,SE,Moita Bonita,2804102
4740,SE,Monte Alegre de Sergipe,2804201
4741,SE,Muribeca,2804300
4742,SE,Neópolis,2804409
4743,SE,Nossa Senhora Aparecida,2804458
4744,SE,Nossa Senhora da Glória,2804508
4745,SE,Nossa Senhora das Dores,2804607
4746,SE,Nossa Senhora de Lourdes,2804706
4747,SE,Nossa Senhora do Socorro,2804805
4748,SE,Pacatuba,2804904
4749,SE,Pedra Mole,2805000
4750,SE,Pedrinhas,2805109
4751,SE,Pinhão,2805208
4752,SE,Pirambu,2805307
4753,SE,Poço Redondo,2805406
4754,SE,Poço Verde,2805505
4755,SE,Porto da Folha,2805604
4756,SE,Propriá,2805703
4757,SE,Riachão do Dantas,2805802
4758,SE,Riachuelo,2805901
4759,SE,Ribeirópolis,2806008
4760,SE,Rosário do Catete,2806107
4761,SE,Salgado,2806206
4762,SE,Santa Luzia do Itanhy,2806305
4763,SE,Santa Rosa de Lima,2806503
4764,SE,Santana do São Francisco,2806404
4765,SE,Santo Amaro das Brotas,2806602
4766,SE,São Cristóvão,2806701
4767,SE,São Domingos,2806800
4768,SE,São Francisco,2806909
4769,SE,São Miguel do Aleixo,2807006
4770,SE,Simão Dias,2807105
4771,SE,Siriri,2807204
4772,SE,Telha,2807303
4773,SE,Tobias Barreto,2807402
4774,SE,Tomar do Geru,2807501
4775,SE,Umbaúba,2807600
4776,SP,Adamantina,3500105
4777,SP,Adolfo,3500204
4778,SP,Aguaí,3500303
4779,SP,Águas da Prata,3500402
4780,SP,Águas de Lindóia,3500501
4781,SP,Águas de Santa Bárbara,3500550
4782,SP,Águas de São Pedro,3500600
4783,SP,Agudos,3500709
4784,SP,Alambari,3500758
4785,SP,Alfredo Marcondes,3500808
4786,SP,Altair,3500907
4787,SP,Altinópolis,3501004
4788,SP,Alto Alegre,3501103
4789,SP,Alumínio,3501152
4790,SP,Álvares Florence,3501202
4791,SP,Álvares Machado,3501301
4792,SP,Álvaro de Carvalho,3501400
4793,SP,Alvinlândia,3501509
4794,SP,Americana,3501608
4795,SP,Américo Brasiliense,3501707
4796,SP,Américo de Campos,3501806
4797,SP,Amparo,3501905
4798,SP,Analândia,3502002
4799,SP,Andradina,3502101
4800,SP,Angatuba,3502200
4801,SP,Anhembi,3502309
4802,SP,Anhumas,3502408
4803,SP,Aparecida,3502507
4804,SP,Aparecida d'Oeste,3502606
4805,SP,Apiaí,3502705
4806,SP,Araçariguama,3502754
4807,SP,Araçatuba,3502804
4808,SP,Araçoiaba da Serra,3502903
4809,SP,Aramina,3503000
4810,SP,Arandu,3503109
4811,SP,Arapeí,3503158
4812,SP,Araraquara,3503208
4813,SP,Araras,3503307
4814,SP,Arco-Íris,3503356
4815,SP,Arealva,3503406
4816,SP,Areias,3503505
4817,SP,Areiópolis,3503604
4818,SP,Ariranha,3503703
4819,SP,Artur Nogueira,3503802
4820,SP,Arujá,3503901
4821,SP,Aspásia,3503950
4822,SP,Assis,3504008
4823,SP,Atibaia,3504107
4824,SP,Auriflama,3504206
4825,SP,Avaí,3504305
4826,SP,Avanhandava,3504404
4827,SP,Avaré,3504503
4828,SP,Bady Bassitt,3504602
4829,SP,Balbinos,3504701
4830,SP,Bálsamo,3504800
4831,SP,Bananal,3504909
4832,SP,Barão de Antonina,3505005
4833,SP,Barbosa,3505104
4834,SP,Bariri,3505203
4835,SP,Barra Bonita,3505302
4836,SP,Barra do Chapéu,3505351
4837,SP,Barra do Turvo,3505401
4838,SP,Barretos,3505500
4839,SP,Barrinha,3505609
4840,SP,Barueri,3505708
4841,SP,Bastos,3505807
4842,SP,Batatais,3505906
4843,SP,Bauru,3506003
4844,SP,Bebedouro,3506102
4845,SP,Bento de Abreu,3506201
4846,SP,Bernardino de Campos,3506300
4847,SP,Bertioga,3506359
4848,SP,Bilac,3506409
4849,SP,Birigui,3506508
4850,SP,Biritiba-Mirim,3506607
4851,SP,Boa Esperança do Sul,3506706
4852,SP,Bocaina,3506805
4853,SP,Bofete,3506904
4854,SP,Boituva,3507001
4855,SP,Bom Jesus dos Perdões,3507100
4856,SP,Bom Sucesso de Itararé,3507159
4857,SP,Borá,3507209
4858,SP,Boracéia,3507308
4859,SP,Borborema,3507407
4860,SP,Borebi,3507456
4861,SP,Botucatu,3507506
4862,SP,Bragança Paulista,3507605
4863,SP,Braúna,3507704
4864,SP,Brejo Alegre,3507753
4865,SP,Brodowski,3507803
4866,SP,Brotas,3507902
4867,SP,Buri,3508009
4868,SP,Buritama,3508108
4869,SP,Buritizal,3508207
4870,SP,Cabrália Paulista,3508306
4871,SP,Cabreúva,3508405
4872,SP,Caçapava,3508504
4873,SP,Cachoeira Paulista,3508603
4874,SP,Caconde,3508702
4875,SP,Cafelândia,3508801
4876,SP,Caiabu,3508900
4877,SP,Caieiras,3509007
4878,SP,Caiuá,3509106
4879,SP,Cajamar,3509205
4880,SP,Cajati,3509254
4881,SP,Cajobi,3509304
4882,SP,Cajuru,3509403
4883,SP,Campina do Monte Alegre,3509452
4884,SP,Campinas,3509502
4885,SP,Campo Limpo Paulista,3509601
4886,SP,Campos do Jordão,3509700
4887,SP,Campos Novos Paulista,3509809
4888,SP,Cananéia,3509908
4889,SP,Canas,3509957
4890,SP,Cândido Mota,3510005
4891,SP,Cândido Rodrigues,3510104
4892,SP,Canitar,3510153
4893,SP,Capão Bonito,3510203
4894,SP,Capela do Alto,3510302
4895,SP,Capivari,3510401
4896,SP,Caraguatatuba,3510500
4897,SP,Carapicuíba,3510609
4898,SP,Cardoso,3510708
4899,SP,Casa Branca,3510807
4900,SP,Cássia dos Coqueiros,3510906
4901,SP,Castilho,3511003
4902,SP,Catanduva,3511102
4903,SP,Catiguá,3511201
4904,SP,Cedral,3511300
4905,SP,Cerqueira César,3511409
4906,SP,Cerquilho,3511508
4907,SP,Cesário Lange,3511607
4908,SP,Charqueada,3511706
4909,SP,Chavantes,3557204
4910,SP,Clementina,3511904
4911,SP,Colina,3512001
4912,SP,Colômbia,3512100
4913,SP,Conchal,3512209
4914,SP,Conchas,3512308
4915,SP,Cordeirópolis,3512407
4916,SP,Coroados,3512506
4917,SP,Coronel Macedo,3512605
4918,SP,Corumbataí,3512704
4919,SP,Cosmópolis,3512803
4920,SP,Cosmorama,3512902
4921,SP,Cotia,3513009
4922,SP,Cravinhos,3513108
4923,SP,Cristais Paulista,3513207
4924,SP,Cruzália,3513306
4925,SP,Cruzeiro,3513405
4926,SP,Cubatão,3513504
4927,SP,Cunha,3513603
4928,SP,Descalvado,3513702
4929,SP,Diadema,3513801
4930,SP,Dirce Reis,3513850
4931,SP,Divinolândia,3513900
4932,SP,Dobrada,3514007
4933,SP,Dois Córregos,3514106
4934,SP,Dolcinópolis,3514205
4935,SP,Dourado,3514304
4936,SP,Dracena,3514403
4937,SP,Duartina,3514502
4938,SP,Dumont,3514601
4939,SP,Echaporã,3514700
4940,SP,Eldorado,3514809
4941,SP,Elias Fausto,3514908
4942,SP,Elisiário,3514924
4943,SP,Embaúba,3514957
4944,SP,Embu das Artes,3515004
4945,SP,Embu-Guaçu,3515103
4946,SP,Emilianópolis,3515129
4947,SP,Engenheiro Coelho,3515152
4948,SP,Espírito Santo do Pinhal,3515186
4949,SP,Espírito Santo do Turvo,3515194
4950,SP,Estiva Gerbi,3557303
4951,SP,Estrela do Norte,3515301
4952,SP,Estrela d'Oeste,3515202
4953,SP,Euclides da Cunha Paulista,3515350
4954,SP,Fartura,3515400
4955,SP,Fernando Prestes,3515608
4956,SP,Fernandópolis,3515509
4957,SP,Fernão,3515657
4958,SP,Ferraz de Vasconcelos,3515707
4959,SP,Flora Rica,3515806
4960,SP,Floreal,3515905
4961,SP,Flórida Paulista,3516002
4962,SP,Florínia,3516101
4963,SP,Franca,3516200
4964,SP,Francisco Morato,3516309
4965,SP,Franco da Rocha,3516408
4966,SP,Gabriel Monteiro,3516507
4967,SP,Gália,3516606
4968,SP,Garça,3516705
4969,SP,Gastão Vidigal,3516804
4970,SP,Gavião Peixoto,3516853
4971,SP,General Salgado,3516903
4972,SP,Getulina,3517000
4973,SP,Glicério,3517109
4974,SP,Guaiçara,3517208
4975,SP,Guaimbê,3517307
4976,SP,Guaíra,3517406
4977,SP,Guapiaçu,3517505
4978,SP,Guapiara,3517604
4979,SP,Guará,3517703
4980,SP,Guaraçaí,3517802
4981,SP,Guaraci,3517901
4982,SP,Guarani d'Oeste,3518008
4983,SP,Guarantã,3518107
4984,SP,Guararapes,3518206
4985,SP,Guararema,3518305
4986,SP,Guaratinguetá,3518404
4987,SP,Guareí,3518503
4988,SP,Guariba,3518602
4989,SP,Guarujá,3518701
4990,SP,Guarulhos,3518800
4991,SP,Guatapará,3518859
4992,SP,Guzolândia,3518909
4993,SP,Herculândia,3519006
4994,SP,Holambra,3519055
4995,SP,Hortolândia,3519071
4996,SP,Iacanga,3519105
4997,SP,Iacri,3519204
4998,SP,Iaras,3519253
4999,SP,Ibaté,3519303
5000,SP,Ibirá,3519402
5001,SP,Ibirarema,3519501
5002,SP,Ibitinga,3519600
5003,SP,Ibiúna,3519709
5004,SP,Icém,3519808
5005,SP,Iepê,3519907
5006,SP,Igaraçu do Tietê,3520004
5007,SP,Igarapava,3520103
5008,SP,Igaratá,3520202
5009,SP,Iguape,3520301
5010,SP,Ilha Comprida,3520426
5011,SP,Ilha Solteira,3520442
5012,SP,Ilhabela,3520400
5013,SP,Indaiatuba,3520509
5014,SP,Indiana,3520608
5015,SP,Indiaporã,3520707
5016,SP,Inúbia Paulista,3520806
5017,SP,Ipaussu,3520905
5018,SP,Iperó,3521002
5019,SP,Ipeúna,3521101
5020,SP,Ipiguá,3521150
5021,SP,Iporanga,3521200
5022,SP,Ipuã,3521309
5023,SP,Iracemápolis,3521408
5024,SP,Irapuã,3521507
5025,SP,Irapuru,3521606
5026,SP,Itaberá,3521705
5027,SP,Itaí,3521804
5028,SP,Itajobi,3521903
5029,SP,Itaju,3522000
5030,SP,Itanhaém,3522109
5031,SP,Itaóca,3522158
5032,SP,Itapecerica da Serra,3522208
5033,SP,Itapetininga,3522307
5034,SP,Itapeva,3522406
5035,SP,Itapevi,3522505
5036,SP,Itapira,3522604
5037,SP,Itapirapuã Paulista,3522653
5038,SP,Itápolis,3522703
5039,SP,Itaporanga,3522802
5040,SP,Itapuí,3522901
5041,SP,Itapura,3523008
5042,SP,Itaquaquecetuba,3523107
5043,SP,Itararé,3523206
5044,SP,Itariri,3523305
5045,SP,Itatiba,3523404
5046,SP,Itatinga,3523503
5047,SP,Itirapina,3523602
5048,SP,Itirapuã,3523701
5049,SP,Itobi,3523800
5050,SP,Itu,3523909
5051,SP,Itupeva,3524006
5052,SP,Ituverava,3524105
5053,SP,Jaborandi,3524204
5054,SP,Jaboticabal,3524303
5055,SP,Jacareí,3524402
5056,SP,Jaci,3524501
5057,SP,Jacupiranga,3524600
5058,SP,Jaguariúna,3524709
5059,SP,Jales,3524808
5060,SP,Jambeiro,3524907
5061,SP,Jandira,3525003
5062,SP,Jardinópolis,3525102
5063,SP,Jarinu,3525201
5064,SP,Jaú,3525300
5065,SP,Jeriquara,3525409
5066,SP,Joanópolis,3525508
5067,SP,João Ramalho,3525607
5068,SP,José Bonifácio,3525706
5069,SP,Júlio Mesquita,3525805
5070,SP,Jumirim,3525854
5071,SP,Jundiaí,3525904
5072,SP,Junqueirópolis,3526001
5073,SP,Juquiá,3526100
5074,SP,Juquitiba,3526209
5075,SP,Lagoinha,3526308
5076,SP,Laranjal Paulista,3526407
5077,SP,Lavínia,3526506
5078,SP,Lavrinhas,3526605
5079,SP,Leme,3526704
5080,SP,Lençóis Paulista,3526803
5081,SP,Limeira,3526902
5082,SP,Lindóia,3527009
5083,SP,Lins,3527108
5084,SP,Lorena,3527207
5085,SP,Lourdes,3527256
5086,SP,Louveira,3527306
5087,SP,Lucélia,3527405
5088,SP,Lucianópolis,3527504
5089,SP,Luís Antônio,3527603
5090,SP,Luiziânia,3527702
5091,SP,Lupércio,3527801
5092,SP,Lutécia,3527900
5093,SP,Macatuba,3528007
5094,SP,Macaubal,3528106
5095,SP,Macedônia,3528205
5096,SP,Magda,3528304
5097,SP,Mairinque,3528403
5098,SP,Mairiporã,3528502
5099,SP,Manduri,3528601
5100,SP,Marabá Paulista,3528700
5101,SP,Maracaí,3528809
5102,SP,Marapoama,3528858
5103,SP,Mariápolis,3528908
5104,SP,Marília,3529005
5105,SP,Marinópolis,3529104
5106,SP,Martinópolis,3529203
5107,SP,Matão,3529302
5108,SP,Mauá,3529401
5109,SP,Mendonça,3529500
5110,SP,Meridiano,3529609
5111,SP,Mesópolis,3529658
5112,SP,Miguelópolis,3529708
5113,SP,Mineiros do Tietê,3529807
5114,SP,Mira Estrela,3530003
5115,SP,Miracatu,3529906
5116,SP,Mirandópolis,3530102
5117,SP,Mirante do Paranapanema,3530201
5118,SP,Mirassol,3530300
5119,SP,Mirassolândia,3530409
5120,SP,Mococa,3530508
5121,SP,Mogi das Cruzes,3530607
5122,SP,Mogi Guaçu,3530706
5123,SP,Mogi Mirim,3530805
5124,SP,Mombuca,3530904
5125,SP,Monções,3531001
5126,SP,Mongaguá,3531100
5127,SP,Monte Alegre do Sul,3531209
5128,SP,Monte Alto,3531308
5129,SP,Monte Aprazível,3531407
5130,SP,Monte Azul Paulista,3531506
5131,SP,Monte Castelo,3531605
5132,SP,Monte Mor,3531803
5133,SP,Monteiro Lobato,3531704
5134,SP,Morro Agudo,3531902
5135,SP,Morungaba,3532009
5136,SP,Motuca,3532058
5137,SP,Murutinga do Sul,3532108
5138,SP,Nantes,3532157
5139,SP,Narandiba,3532207
5140,SP,Natividade da Serra,3532306
5141,SP,Nazaré Paulista,3532405
5142,SP,Neves Paulista,3532504
5143,SP,Nhandeara,3532603
5144,SP,Nipoã,3532702
5145,SP,Nova Aliança,3532801
5146,SP,Nova Campina,3532827
5147,SP,Nova Canaã Paulista,3532843
5148,SP,Nova Castilho,3532868
5149,SP,Nova Europa,3532900
5150,SP,Nova Granada,3533007
5151,SP,Nova Guataporanga,3533106
5152,SP,Nova Independência,3533205
5153,SP,Nova Luzitânia,3533304
5154,SP,Nova Odessa,3533403
5155,SP,Novais,3533254
5156,SP,Novo Horizonte,3533502
5157,SP,Nuporanga,3533601
5158,SP,Ocauçu,3533700
5159,SP,Óleo,3533809
5160,SP,Olímpia,3533908
5161,SP,Onda Verde,3534005
5162,SP,Oriente,3534104
5163,SP,Orindiúva,3534203
5164,SP,Orlândia,3534302
5165,SP,Osasco,3534401
5166,SP,Oscar Bressane,3534500
5167,SP,Osvaldo Cruz,3534609
5168,SP,Ourinhos,3534708
5169,SP,Ouro Verde,3534807
5170,SP,Ouroeste,3534757
5171,SP,Pacaembu,3534906
5172,SP,Palestina,3535002
5173,SP,Palmares Paulista,3535101
5174,SP,Palmeira d'Oeste,3535200
5175,SP,Palmital,3535309
5176,SP,Panorama,3535408
5177,SP,Paraguaçu Paulista,3535507
5178,SP,Paraibuna,3535606
5179,SP,Paraíso,3535705
5180,SP,Paranapanema,3535804
5181,SP,Paranapuã,3535903
5182,SP,Parapuã,3536000
5183,SP,Pardinho,3536109
5184,SP,Pariquera-Açu,3536208
5185,SP,Parisi,3536257
5186,SP,Patrocínio Paulista,3536307
5187,SP,Paulicéia,3536406
5188,SP,Paulínia,3536505
5189,SP,Paulistânia,3536570
5190,SP,Paulo de Faria,3536604
5191,SP,Pederneiras,3536703
5192,SP,Pedra Bela,3536802
5193,SP,Pedranópolis,3536901
5194,SP,Pedregulho,3537008
5195,SP,Pedreira,3537107
5196,SP,Pedrinhas Paulista,3537156
5197,SP,Pedro de Toledo,3537206
5198,SP,Penápolis,3537305
5199,SP,Pereira Barreto,3537404
5200,SP,Pereiras,3537503
5201,SP,Peruíbe,3537602
5202,SP,Piacatu,3537701
5203,SP,Piedade,3537800
5204,SP,Pilar do Sul,3537909
5205,SP,Pindamonhangaba,3538006
5206,SP,Pindorama,3538105
5207,SP,Pinhalzinho,3538204
5208,SP,Piquerobi,3538303
5209,SP,Piquete,3538501
5210,SP,Piracaia,3538600
5211,SP,Piracicaba,3538709
5212,SP,Piraju,3538808
5213,SP,Pirajuí,3538907
5214,SP,Pirangi,3539004
5215,SP,Pirapora do Bom Jesus,3539103
5216,SP,Pirapozinho,3539202
5217,SP,Pirassununga,3539301
5218,SP,Piratininga,3539400
5219,SP,Pitangueiras,3539509
5220,SP,Planalto,3539608
5221,SP,Platina,3539707
5222,SP,Poá,3539806
5223,SP,Poloni,3539905
5224,SP,Pompéia,3540002
5225,SP,Pongaí,3540101
5226,SP,Pontal,3540200
5227,SP,Pontalinda,3540259
5228,SP,Pontes Gestal,3540309
5229,SP,Populina,3540408
5230,SP,Porangaba,3540507
5231,SP,Porto Feliz,3540606
5232,SP,Porto Ferreira,3540705
5233,SP,Potim,3540754
5234,SP,Potirendaba,3540804
5235,SP,Pracinha,3540853
5236,SP,Pradópolis,3540903
5237,SP,Praia Grande,3541000
5238,SP,Pratânia,3541059
5239,SP,Presidente Alves,3541109
5240,SP,Presidente Bernardes,3541208
5241,SP,Presidente Epitácio,3541307
5242,SP,Presidente Prudente,3541406
5243,SP,Presidente Venceslau,3541505
5244,SP,Promissão,3541604
5245,SP,Quadra,3541653
5246,SP,Quatá,3541703
5247,SP,Queiroz,3541802
5248,SP,Queluz,3541901
5249,SP,Quintana,3542008
5250,SP,Rafard,3542107
5251,SP,Rancharia,3542206
5252,SP,Redenção da Serra,3542305
5253,SP,Regente Feijó,3542404
5254,SP,Reginópolis,3542503
5255,SP,Registro,3542602
5256,SP,Restinga,3542701
5257,SP,Ribeira,3542800
5258,SP,Ribeirão Bonito,3542909
5259,SP,Ribeirão Branco,3543006
5260,SP,Ribeirão Corrente,3543105
5261,SP,Ribeirão do Sul,3543204
5262,SP,Ribeirão dos Índios,3543238
5263,SP,Ribeirão Grande,3543253
5264,SP,Ribeirão Pires,3543303
5265,SP,Ribeirão Preto,3543402
5266,SP,Rifaina,3543600
5267,SP,Rincão,3543709
5268,SP,Rinópolis,3543808
5269,SP,Rio Claro,3543907
5270,SP,Rio das Pedras,3544004
5271,SP,Rio Grande da Serra,3544103
5272,SP,Riolândia,3544202
5273,SP,Riversul,3543501
5274,SP,Rosana,3544251
5275,SP,Roseira,3544301
5276,SP,Rubiácea,3544400
5277,SP,Rubinéia,3544509
5278,SP,Sabino,3544608
5279,SP,Sagres,3544707
5280,SP,Sales,3544806
5281,SP,Sales Oliveira,3544905
5282,SP,Salesópolis,3545001
5283,SP,Salmourão,3545100
5284,SP,Saltinho,3545159
5285,SP,Salto,3545209
5286,SP,Salto de Pirapora,3545308
5287,SP,Salto Grande,3545407
5288,SP,Sandovalina,3545506
5289,SP,Santa Adélia,3545605
5290,SP,Santa Albertina,3545704
5291,SP,Santa Bárbara d'Oeste,3545803
5292,SP,Santa Branca,3546009
5293,SP,Santa Clara d'Oeste,3546108
5294,SP,Santa Cruz da Conceição,3546207
5295,SP,Santa Cruz da Esperança,3546256
5296,SP,Santa Cruz das Palmeiras,3546306
5297,SP,Santa Cruz do Rio Pardo,3546405
5298,SP,Santa Ernestina,3546504
5299,SP,Santa Fé do Sul,3546603
5300,SP,Santa Gertrudes,3546702
5301,SP,Santa Isabel,3546801
5302,SP,Santa Lúcia,3546900
5303,SP,Santa Maria da Serra,3547007
5304,SP,Santa Mercedes,3547106
5305,SP,Santa Rita do Passa Quatro,3547502
5306,SP,Santa Rita d'Oeste,3547403
5307,SP,Santa Rosa de Viterbo,3547601
5308,SP,Santa Salete,3547650
5309,SP,Santana da Ponte Pensa,3547205
5310,SP,Santana de Parnaíba,3547304
5311,SP,Santo Anastácio,3547700
5312,SP,Santo André,3547809
5313,SP,Santo Antônio da Alegria,3547908
5314,SP,Santo Antônio de Posse,3548005
5315,SP,Santo Antônio do Aracanguá,3548054
5316,SP,Santo Antônio do Jardim,3548104
