,UF,Nome,Código
2734,MG,Cyntia - Tupaciguara,3169604013
2735,MG,D. I. Jardim Piemonte / Norte - Betim,3106705071
2736,MG,D. I. Paulo Camilo / Norte - Betim,3106705069
2737,MG,D. I. Paulo Camilo / Sul - Betim,3106705057
2738,MG,D. Maruca - Conceição das Alagoas,3117306011
2739,MG,Damasco - Varginha,3170701021
2740,MG,Daniel Fonseca - Uberlândia,3170206031
2741,MG,Dario Grossi - Caratinga,3113404007
2742,MG,Das Águas - Ipatinga,3131307027
2743,MG,Das Andorinhas - Tupaciguara,3169604002
2744,MG,Das Graças - Itaúna,3133808030
2745,MG,das Indústrias I - Belo Horizonte,3106200322
2746,MG,Das Paineiras - Tupaciguara,3169604005
2747,MG,De Lourdes - Vespasiano,3171204005
2748,MG,Decamão - Betim,3106705009
2749,MG,Delta - Belo Horizonte,3106200211
2750,MG,D.I. Bandeirinhas - Betim,3106705010
2751,MG,Diamante - Belo Horizonte,3106200347
2752,MG,Distrito Industrial - Ituiutaba,3134202044
2753,MG,Distrito Industrial - Araxá,3104007055
2754,MG,Distrito Industrial - Governador Valadares,3127701005
2755,MG,Distrito Industrial - Tupaciguara,3169604015
2756,MG,Distrito Industrial - Pirapora,3151206007
2757,MG,Distrito Industrial Cláudio Galvão Nogueira - Varginha,3170701024
2758,MG,Distrito Industrial do Jatoba - Belo Horizonte,3106200327
2759,MG,Distrito Industrial I - Patos de Minas,3148004062
2760,MG,Distrito Industrial II - Patos de Minas,3148004063
2761,MG,Distrito Industrial Limoeiro - Timóteo,3168705008
2762,MG,Dom Bosco - Betim,3106705042
2763,MG,Dom Bosco - Juiz de Fora,3136702022
2764,MG,Dom Bosco - Belo Horizonte,3106200212
2765,MG,Dom Bosco - Coromandel,3119302013
2766,MG,Dom Cabral - Belo Horizonte,3106200213
2767,MG,Dom Joaquim - Belo Horizonte,3106200080
2768,MG,Dom Silverio - Belo Horizonte,3106200395
2769,MG,Domingos Zema - Araxá,3104007032
2770,MG,Dona Beja - Araxá,3104007010
2771,MG,Dona Clara - Belo Horizonte,3106200267
2772,MG,Dona Diva - Patrocínio,3148103016
2773,MG,Dona Zulmira - Uberlândia,3170206042
2774,MG,Dos Professores - Coronel Fabriciano,3119401010
2775,MG,Doutor Laerte Laender - Teófilo Otoni,3168606024
2776,MG,Dr. Pedro Pezzuti - Araxá,3104007005
2777,MG,Duque de Caxias - Betim,3106705043
2778,MG,Edgar Antônio Moreira - Bicas,3106903005
2779,MG,Elândia - Ituiutaba,3134202016
2780,MG,Eldorado - Itaúna,3133808010
2781,MG,Eldorado - Juiz de Fora,3136702076
2782,MG,Eldorado - Carangola,3113305013
2783,MG,Eldorado - Patos de Minas,3148004011
2784,MG,Elvamar - Governador Valadares,3127701020
2785,MG,Embaúbas - Belo Horizonte,3106200145
2786,MG,Eneias Ferreira de Aguiar - Patrocínio,3148103032
2787,MG,Engenho Nogueira - Belo Horizonte,3106200214
2788,MG,Engenho Novo - Peçanha,3148608002
2789,MG,Ermelinda - Belo Horizonte,3106200215
2790,MG,Ernesto Nascimento - Belo Horizonte,3106200340
2791,MG,Esperança - Caratinga,3113404004
2792,MG,Esperança - Belo Horizonte,3106200309
2793,MG,Esperança - Governador Valadares,3127701021
2794,MG,Esperança - Ipatinga,3131307009
2795,MG,Esperança - Teófilo Otoni,3168606019
2796,MG,Esperança - Itabirito,3131901024
2797,MG,Espírito Santo - Betim,3106705044
2798,MG,Esplanada - Governador Valadares,3127701022
2799,MG,Esplanada - Caratinga,3113404010
2800,MG,Esplanada - Juiz de Fora,3136702048
2801,MG,Esplanada - Abaeté,3100203012
2802,MG,Esplanada - Belo Horizonte,3106200021
2803,MG,Esplanada - Ponte Nova,3152105013
2804,MG,Esplanadinha - Governador Valadares,3127701023
2805,MG,Estância - Araxá,3104007047
2806,MG,Estância do Sereno PTB - Betim,3106705058
2807,MG,Estância do Sereno Sede - Betim,3106705011
2808,MG,Estoril - Belo Horizonte,3106200184
2809,MG,Estrela - Belo Horizonte,3106200116
2810,MG,Estrela do Oriente - Belo Horizonte,3106200141
2811,MG,Etelvina Carneiro - Belo Horizonte,3106200431
2812,MG,Eurípedes Barsanulfo - Sacramento,3156908004
2813,MG,Europa - Belo Horizonte,3106200474
2814,MG,Eymard - Belo Horizonte,3106200383
2815,MG,Fábrica - Juiz de Fora,3136702006
2816,MG,Fábricas - São João del Rei,3162500003
2817,MG,Fagundes - Vespasiano,3171204002
2818,MG,Fátima - Abaeté,3100203006
2819,MG,Fátima - Teófilo Otoni,3168606004
2820,MG,Fátima - Varginha,3170701007
2821,MG,Fazenda da Chácara - Itaúna,3133808008
2822,MG,Fazenda Morro do Engenho - Itaúna,3133808016
2823,MG,Fazendinha - Belo Horizonte,3106200051
2824,MG,Feirinha - Nanuque,3144300003
2825,MG,Fernão Dias - Belo Horizonte,3106200082
2826,MG,Ferroviários - Ipatinga,3131307019
2827,MG,Fertiza - Araxá,3104007012
2828,MG,Filadélfia - Betim,3106705012
2829,MG,Filadélfia - Teófilo Otoni,3168606023
2830,MG,Flamengo - Belo Horizonte,3106200475
2831,MG,Flamengo - Monte Alegre de Minas,3142809005
2832,MG,Flavio de Oliveira - Belo Horizonte,3106200312
2833,MG,Flavio Marques Lisboa - Belo Horizonte,3106200311
2834,MG,Floramar - Belo Horizonte,3106200432
2835,MG,Florença - Coronel Fabriciano,3119401037
2836,MG,Flores e Florestas - Betim,3106705088
2837,MG,Floresta - Coronel Fabriciano,3119401038
2838,MG,Floresta - Governador Valadares,3127701024
2839,MG,Floresta - Juiz de Fora,3136702093
2840,MG,Floresta - Varginha,3170701002
2841,MG,Floresta - Belo Horizonte,3106200010
2842,MG,Floresta - Carangola,3113305015
2843,MG,Fortaleza - Ponte Nova,3152105014
2844,MG,Francisco Bernardino - Juiz de Fora,3136702043
2845,MG,Francisco Duarte - Araxá,3104007028
2846,MG,Fraternidade - Governador Valadares,3127701025
2847,MG,Frederico Ozanan - Coronel Fabriciano,3119401039
2848,MG,Frei Dimas - Teófilo Otoni,3168606030
2849,MG,Frei Leopoldo - Belo Horizonte,3106200433
2850,MG,Frimusa - Teófilo Otoni,3168606012
2851,MG,Funcionários - Belo Horizonte,3106200086
2852,MG,Funcionários - Timóteo,3168705019
2853,MG,Fundinho - Uberlândia,3170206040
2854,MG,Gameleira - Belo Horizonte,3106200166
2855,MG,Gameleira - Coromandel,3119302002
2856,MG,Garças - Belo Horizonte,3106200268
2857,MG,Garcias - Itaúna,3133808041
2858,MG,Gardênia - Ituiutaba,3134202035
2859,MG,Gávea - Coronel Fabriciano,3119401011
2860,MG,Gentileza - Betim,3106705087
2861,MG,Geovannini - Coronel Fabriciano,3119401040
2862,MG,Getúlio Vargas - Nanuque,3144300005
2863,MG,Gilson Lamha - Bicas,3106903003
2864,MG,Glória - Belo Horizonte,3106200216
2865,MG,Godói - Canápolis,3111804006
2866,MG,Goiania - Belo Horizonte,3106200376
2867,MG,Graça - Belo Horizonte,3106200062
2868,MG,Grã-Duquesa - Governador Valadares,3127701026
2869,MG,Grajaú - Belo Horizonte,3106200131
2870,MG,Grajaú - Juiz de Fora,3136702070
2871,MG,Grambery - Juiz de Fora,3136702018
2872,MG,Graminha - Juiz de Fora,3136702092
2873,MG,Granada - Uberlândia,3170206051
2874,MG,Granja de Freitas - Belo Horizonte,3106200036
2875,MG,Granja Verde - Betim,3106705103
2876,MG,Granja Werneck - Belo Horizonte,3106200434
2877,MG,Granjas Bethania - Juiz de Fora,3136702080
2878,MG,Granjas Vaga-Lume - Ipatinga,3131307030
2879,MG,Grão-Pará - Teófilo Otoni,3168606005
2880,MG,Grota - Belo Horizonte,3106200019
2881,MG,Grotinha - Belo Horizonte,3106200403
2882,MG,Guanabara - Betim,3106705059
2883,MG,Guanabara - Patos de Minas,3148004018
2884,MG,Guarani - Uberlândia,3170206008
2885,MG,Guarani - Belo Horizonte,3106200435
2886,MG,Guarapiranga - Ponte Nova,3152105015
2887,MG,Guaratã - Belo Horizonte,3106200138
2888,MG,Guarujá - Betim,3106705013
2889,MG,Guimarães - Araxá,3104007004
2890,MG,Guimarães - Ituiutaba,3134202003
2891,MG,Gutierrez - Belo Horizonte,3106200137
2892,MG,Gutierrez - Itabirito,3131901015
2893,MG,Havaí - Belo Horizonte,3106200173
2894,MG,Heliopolis - Belo Horizonte,3106200436
2895,MG,Horto - São Geraldo do Baixio,3161650002
2896,MG,Horto - Belo Horizonte,3106200014
2897,MG,Horto - Ipatinga,3131307014
2898,MG,Horto - Betim,3106705014
2899,MG,Horto Florestal - Belo Horizonte,3106200002
2900,MG,Icaivera / Parque do Cedro - Betim,3106705045
2901,MG,Ideal - Ipatinga,3131307016
2902,MG,Iguaçu - Ipatinga,3131307003
2903,MG,Ilha dos Araújos - Governador Valadares,3127701027
2904,MG,Imaculada Conceição - Varginha,3170701026
2905,MG,Imbaúbas - Ipatinga,3131307017
2906,MG,Imbiruçu - Betim,3106705104
2907,MG,Inconfidência - Belo Horizonte,3106200217
2908,MG,Indaiá - Belo Horizonte,3106200269
2909,MG,Independência - Ituiutaba,3134202019
2910,MG,Independência - Belo Horizonte,3106200333
2911,MG,Industrial - Patrocínio,3148103014
2912,MG,Industrial - Pirapora,3151206005
2913,MG,Industrial - Ponte Nova,3152105016
2914,MG,Industrial - Nova Ponte,3145000006
2915,MG,Industrial - Monte Alegre de Minas,3142809003
2916,MG,Industrial - Juiz de Fora,3136702104
2917,MG,Industrial - Coromandel,3119302016
2918,MG,Industrial JK - Varginha,3170701029
2919,MG,Industrial Miguel de Luca - Varginha,3170701028
2920,MG,Ingá - Betim,3106705029
2921,MG,Ingá Alto - Betim,3106705015
2922,MG,Ipanema - Patos de Minas,3148004059
2923,MG,Ipe - Belo Horizonte,3106200375
2924,MG,Ipiranga - Juiz de Fora,3136702095
2925,MG,Ipiranga - Ituiutaba,3134202028
2926,MG,Ipiranga - Belo Horizonte,3106200069
2927,MG,Ipiranga - Teófilo Otoni,3168606010
2928,MG,Irmãos Auler - Itaúna,3133808002
2929,MG,Israel Pinheiro - Nanuque,3144300017
2930,MG,Itacolomi - Betim,3106705046
2931,MG,Itacolomy - Pirapora,3151206019
2932,MG,Itaipu - Belo Horizonte,3106200492
2933,MG,Itapoa - Belo Horizonte,3106200415
2934,MG,Itatiaia - Belo Horizonte,3106200270
2935,MG,Itaunense - Itaúna,3133808052
2936,MG,Ivete Guerreiro Daniel - Canápolis,3111804007
2937,MG,Jaqueline - Belo Horizonte,3106200437
2938,MG,Jaraguá - Belo Horizonte,3106200271
2939,MG,Jaraguá - Uberlândia,3170206046
2940,MG,Jardim Acapulco - Conceição das Alagoas,3117306001
2941,MG,Jardim Aeroporto - Conceição das Alagoas,3117306017
2942,MG,Jardim Alice - Governador Valadares,3127701028
2943,MG,Jardim Alterosas Primeira Seção - Betim,3106705047
2944,MG,Jardim Alterosas Segunda Seção - Betim,3106705048
2945,MG,Jardim Alto Sol - Conceição das Alagoas,3117306003
2946,MG,Jardim Alvorada - Conceição das Alagoas,3117306002
2947,MG,Jardim Alvorada - Governador Valadares,3127701029
2948,MG,Jardim Alvorada - Belo Horizonte,3106200218
2949,MG,Jardim América - Belo Horizonte,3106200134
2950,MG,Jardim América - Patos de Minas,3148004003
2951,MG,Jardim Andere - Varginha,3170701003
2952,MG,Jardim Aquárius - Patos de Minas,3148004039
2953,MG,Jardim Atalaia - Governador Valadares,3127701030
2954,MG,Jardim Atlântico - Belo Horizonte,3106200272
2955,MG,Jardim Áurea - Varginha,3170701033
2956,MG,Jardim Bela Vista - Araxá,3104007039
2957,MG,Jardim Bonclima - Juiz de Fora,3136702077
2958,MG,Jardim Brasília - Betim,3106705049
2959,MG,Jardim Brasília - Uberlândia,3170206018
2960,MG,Jardim Califórnia - Patos de Minas,3148004041
2961,MG,Jardim Canaã - Uberlândia,3170206047
2962,MG,Jardim Casa Branca - Betim,3106705016
2963,MG,Jardim Central - São João del Rei,3162500006
2964,MG,Jardim Centro - Patos de Minas,3148004008
2965,MG,Jardim Céu Azul - Patos de Minas,3148004058
2966,MG,Jardim Colégio de Passos - Passos,3147907019
2967,MG,Jardim da Cidade - Betim,3106705017
2968,MG,Jardim das Acácias - Teófilo Otoni,3168606027
2969,MG,Jardim das Flores - São Gotardo,3162104008
2970,MG,Jardim das Palmeiras - Uberlândia,3170206037
2971,MG,Jardim das Primaveras - Araxá,3104007049
2972,MG,Jardim do Lago - Tupaciguara,3169604014
2973,MG,Jardim do Rosário - Ituiutaba,3134202023
2974,MG,Jardim do Trevo - Governador Valadares,3127701031
2975,MG,Jardim do Vale - Belo Horizonte,3106200342
2976,MG,Jardim dos Andrades - Patos de Minas,3148004056
2977,MG,Jardim dos Comerciarios - Belo Horizonte,3106200476
2978,MG,Jardim Eldorado - Patrocínio,3148103028
2979,MG,Jardim Esperança - Patos de Minas,3148004037
2980,MG,Jardim Europa - Ituiutaba,3134202056
2981,MG,Jardim Felicidade - Belo Horizonte,3106200438
2982,MG,Jardim Floresta - Patos de Minas,3148004042
2983,MG,Jardim Glória - Juiz de Fora,3136702009
2984,MG,Jardim Guanabara - Mar de Espanha,3139805001
2985,MG,Jardim Guanabara - Belo Horizonte,3106200439
2986,MG,Jardim Holanda - Uberlândia,3170206048
2987,MG,Jardim Ipê - Governador Valadares,3127701032
2988,MG,Jardim Iracema - Teófilo Otoni,3168606006
2989,MG,Jardim Itamarati - Patos de Minas,3148004026
2990,MG,Jardim Jamila - Ituiutaba,3134202047
2991,MG,Jardim JB - Carmo do Paranaíba,3114303015
2992,MG,Jardim Karaíba - Uberlândia,3170206030
2993,MG,Jardim Leblon - Belo Horizonte,3106200477
2994,MG,Jardim Montanhês - Belo Horizonte,3106200219
2995,MG,Jardim Natal - Juiz de Fora,3136702042
2996,MG,Jardim Nazareno - Betim,3106705060
2997,MG,Jardim Paineiras - Juiz de Fora,3136702017
2998,MG,Jardim Panorama - Ipatinga,3131307005
2999,MG,Jardim Panorâmico - Patos de Minas,3148004047
3000,MG,Jardim Paraíso - Patos de Minas,3148004007
3001,MG,Jardim Patrícia - Uberlândia,3170206006
3002,MG,Jardim Paulistano - Patos de Minas,3148004055
3003,MG,Jardim Pérola - Governador Valadares,3127701033
3004,MG,Jardim Primavera - Coronel Fabriciano,3119401041
3005,MG,Jardim Primavera - Governador Valadares,3127701084
3006,MG,Jardim Recanto - Patos de Minas,3148004045
3007,MG,Jardim Santa Helena - Juiz de Fora,3136702010
3008,MG,Jardim São Francisco de Assis - Conceição das Alagoas,3117306015
3009,MG,Jardim São José - Belo Horizonte,3106200220
3010,MG,Jardim São Paulo - Teófilo Otoni,3168606020
3011,MG,Jardim Terezópolis - Betim,3106705072
3012,MG,Jardim Vera Cruz - Governador Valadares,3127701034
3013,MG,Jardim Vitoria - Belo Horizonte,3106200387
3014,MG,Jardinópolis - Belo Horizonte,3106200149
3015,MG,Jatobá - Belo Horizonte,3106200299
3016,MG,JK - Santa Juliana,3157708004
3017,MG,João Alfredo - Belo Horizonte,3106200015
3018,MG,João Paulo II - Passos,3147907023
3019,MG,João Paulo II - Belo Horizonte,3106200361
3020,MG,João Pinheiro - Belo Horizonte,3106200221
3021,MG,João Ribeiro - Araxá,3104007013
3022,MG,João XXIII - Timóteo,3168705021
3023,MG,João XXIII - Sacramento,3156908005
3024,MG,Joaquim Pedrosa - Teófilo Otoni,3168606032
3025,MG,Jóckey Club - Juiz de Fora,3136702041
3026,MG,John Kennedy - Timóteo,3168705020
3027,MG,Jonas Veiga - Belo Horizonte,3106200039
3028,MG,Jorge de Paula Gouveia - Canápolis,3111804008
3029,MG,José Borges de Sene - Conceição das Alagoas,3117306004
3030,MG,José da Silva Brito - Coronel Fabriciano,3119401042
3031,MG,José Ferreira Guimarães - Araxá,3104007043
3032,MG,Judith Bhering - Coronel Fabriciano,3119401043
3033,MG,Julia Kubistchek - Coronel Fabriciano,3119401044
3034,MG,Juliana - Belo Horizonte,3106200440
3035,MG,Junqueira - Ituiutaba,3134202022
3036,MG,Juscelino Kubitschek (JK) - Carmo do Paranaíba,3114303006
3037,MG,Kennedy - Governador Valadares,3127701035
3038,MG,Lagoa - Belo Horizonte,3106200478
3039,MG,Lagoa Azul - Ituiutaba,3134202039
3040,MG,Lagoa Azul II - Ituiutaba,3134202048
3041,MG,Lagoa da Mata - Coronel Fabriciano,3119401012
3042,MG,Lagoa Grande - Patos de Minas,3148004013
3043,MG,Lagoa Santa - Governador Valadares,3127701036
3044,MG,Lagoinha - Carmo do Paranaíba,3114303007
3045,MG,Lagoinha - Belo Horizonte,3106200054
3046,MG,Lagoinha - Patos de Minas,3148004019
3047,MG,Lagoinha Leblon - Belo Horizonte,3106200479
3048,MG,Lajedo - Belo Horizonte,3106200441
3049,MG,Lamartine - Araxá,3104007051
3050,MG,Laranjeiras - Belo Horizonte,3106200480
3051,MG,Laranjeiras - Betim,3106705105
3052,MG,Laranjeiras - Uberlândia,3170206039
3053,MG,Laticínios - Nanuque,3144300002
3054,MG,Leblon - Araxá,3104007021
3055,MG,Leda Barcelos - Araxá,3104007009
3056,MG,Leonina - Belo Horizonte,3106200180
3057,MG,Leopoldina - Bicas,3106903010
3058,MG,Leticia - Belo Horizonte,3106200481
3059,MG,Levindo Valadares - São Geraldo do Baixio,3161650001
3060,MG,Liberdade - Belo Horizonte,3106200273
3061,MG,Lídice - Uberlândia,3170206044
3062,MG,Limoeiro - Timóteo,3168705007
3063,MG,Limoeiro - Caratinga,3113404001
3064,MG,Limoeiro - Ipatinga,3131307011
3065,MG,Lindéia - Belo Horizonte,3106200364
3066,MG,Linhares - Juiz de Fora,3136702082
3067,MG,Lorena - Belo Horizonte,3106200223
3068,MG,Loteamento Primavera - Pirapora,3151206011
3069,MG,Lourdes - Itaúna,3133808013
3070,MG,Lourdes - Belo Horizonte,3106200089
3071,MG,Lourdes - Governador Valadares,3127701037
3072,MG,Lourdes - Itabirito,3131901006
3073,MG,Lourival Soares da Costa - Teófilo Otoni,3168606015
3074,MG,Luiz Ângelo de Souza - Canápolis,3111804009
3075,MG,Luizote de Freitas - Uberlândia,3170206010
3076,MG,Luxemburgo - Belo Horizonte,3106200108
3077,MG,Macuco - Timóteo,3168705010
3078,MG,Madre Gertrudes - Belo Horizonte,3106200154
3079,MG,Madri - Belo Horizonte,3106200442
3080,MG,Mãe de Deus - Governador Valadares,3127701038
3081,MG,Mala e Cuia - Belo Horizonte,3106200125
3082,MG,Malvinas - Ponte Nova,3152105052
3083,MG,Manacas - Belo Horizonte,3106200274
3084,MG,Mangabeiras - Coromandel,3119302004
3085,MG,Mangabeiras - Belo Horizonte,3106200099
3086,MG,Mangueiras - Coronel Fabriciano,3119401013
3087,MG,Mangueiras - Belo Horizonte,3106200336
3088,MG,Manoel Domingos - Coronel Fabriciano,3119401045
3089,MG,Manoel Honório - Juiz de Fora,3136702004
3090,MG,Manoel Maia - Coronel Fabriciano,3119401046
3091,MG,Manoel Pimenta - Teófilo Otoni,3168606017
3092,MG,Mansour - Uberlândia,3170206009
3093,MG,Mantiqueira - Belo Horizonte,3106200482
3094,MG,Manuel Nunes - Patrocínio,3148103026
3095,MG,Marajó - Belo Horizonte,3106200140
3096,MG,Marajoara - Teófilo Otoni,3168606025
3097,MG,Maravilha - Belo Horizonte,3106200224
3098,MG,Maravilha - Uberlândia,3170206011
3099,MG,Marciano Brandão - Patrocínio,3148103006
3100,MG,Marçola - Belo Horizonte,3106200097
3101,MG,Maria Cecília - Frei Inocêncio,3126901002
3102,MG,Maria Delfina Benevides - Coronel Fabriciano,3119401047
3103,MG,Maria Eugênia - Governador Valadares,3127701039
3104,MG,Maria Goretti - Belo Horizonte,3106200381
3105,MG,Maria Helena - Belo Horizonte,3106200483
3106,MG,Maria Tereza - Belo Horizonte,3106200443
3107,MG,Maria Vilela - Ituiutaba,3134202032
3108,MG,Maria Virgínia - Belo Horizonte,3106200072
3109,MG,Mariano de Abreu - Belo Horizonte,3106200020
3110,MG,Mariano Procópio - Juiz de Fora,3136702005
3111,MG,Marieta 1ª Seção - Belo Horizonte,3106200295
3112,MG,Marieta 2ª Seção - Belo Horizonte,3106200296
3113,MG,Marieta 3ª Seção - Belo Horizonte,3106200297
3114,MG,Marilandia - Belo Horizonte,3106200300
3115,MG,Marimbá - Betim,3106705090
3116,MG,Mariquinhas - Belo Horizonte,3106200444
3117,MG,Marmelada - Abaeté,3100203003
3118,MG,Marmeleiros - Betim,3106705018
3119,MG,Marmiteiros - Belo Horizonte,3106200225
3120,MG,Marta Helena - Ituiutaba,3134202005
3121,MG,Marta Helena - Uberlândia,3170206003
3122,MG,Martelos - Juiz de Fora,3136702029
3123,MG,Martins - Uberlândia,3170206013
3124,MG,Matinha - Patrocínio,3148103004
3125,MG,Matinha - Teófilo Otoni,3168606036
3126,MG,Matosinhos - São João del Rei,3162500005
3127,MG,Matozinhos - Itabirito,3131901017
3128,MG,Meggliolário - Juiz de Fora,3136702071
3129,MG,Melo Viana - Coronel Fabriciano,3119401048
3130,MG,Milionario - Belo Horizonte,3106200315
3131,MG,Minas Brasil - Belo Horizonte,3106200226
3132,MG,Minas Caixa - Belo Horizonte,3106200484
3133,MG,Minas Gerais - Carmo do Paranaíba,3114303014
3134,MG,Minas Gerais - Uberlândia,3170206016
3135,MG,Minas Novas - Teófilo Otoni,3168606029
3136,MG,Minaslandia - Belo Horizonte,3106200445
3137,MG,Mineirão - Belo Horizonte,3106200334
3138,MG,Miramar - Belo Horizonte,3106200353
3139,MG,Mirante - Belo Horizonte,3106200446
3140,MG,Mirim - Ituiutaba,3134202046
3141,MG,Mirtes - Belo Horizonte,3106200389
3142,MG,Monsenhor Antônio - Ipanema,3131208001
3143,MG,Monsenhor Messias - Belo Horizonte,3106200227
3144,MG,Monte Azul - Belo Horizonte,3106200447
3145,MG,Monte Castelo - Juiz de Fora,3136702046
3146,MG,Monte São José - Belo Horizonte,3106200111
3147,MG,Monte Sinai - Itabirito,3131901014
3148,MG,Morada da Colina - Uberlândia,3170206028
3149,MG,Morada do Acampamento - Governador Valadares,3127701040
3150,MG,Morada do Sol - Patos de Minas,3148004036
3151,MG,Morada do Sol - Uberlândia,3170206025
3152,MG,Morada do Sol - Ituiutaba,3134202050
3153,MG,Morada do Sol - Patrocínio,3148103022
3154,MG,Morada do Sol - Araxá,3104007034
3155,MG,Morada do Trevo - Betim,3106705019
3156,MG,Morada do vale - Coronel Fabriciano,3119401014
3157,MG,Morada do Vale - Governador Valadares,3127701041
3158,MG,Morada Nova - Patrocínio,3148103017
3159,MG,Morada Nova - Coromandel,3119302012
3160,MG,Morada Nova - Tupaciguara,3169604011
3161,MG,Morada Nova - Itaúna,3133808047
3162,MG,Morro da Glória - Juiz de Fora,3136702007
3163,MG,Morro do Imperador - Juiz de Fora,3136702028
3164,MG,Morro do Querosene - Governador Valadares,3127701042
3165,MG,Morro dos Macacos - Belo Horizonte,3106200377
3166,MG,Morro Grande - Carmo do Paranaíba,3114303011
3167,MG,Morumbi - Uberlândia,3170206041
3168,MG,Muarama - Passos,3147907009
3169,MG,Muçunge da Grama - Juiz de Fora,3136702084
3170,MG,Mucuri - Teófilo Otoni,3168606016
3171,MG,Mundo Novo - Juiz de Fora,3136702023
3172,MG,Munu - Itabirito,3131901016
3173,MG,Nações - Patrocínio,3148103025
3174,MG,Nak Nuk - Nanuque,3144300012
3175,MG,Natal - Ituiutaba,3134202014
3176,MG,Nazare - Belo Horizonte,3106200401
3177,MG,Nazaré - Coronel Fabriciano,3119401015
3178,MG,Názia - Vespasiano,3171204006
3179,MG,Nenem Mosqueira - Ponte Nova,3152105017
3180,MG,Niterói - Betim,3106705050
3181,MG,Niterói - Carmo do Paranaíba,3114303012
3182,MG,Nogueira Machado - Itaúna,3133808020
3183,MG,Nogueirinha - Itaúna,3133808022
3184,MG,Nossa Senhora Aparecida - Belo Horizonte,3106200493
3185,MG,Nossa Senhora Aparecida - Patos de Minas,3148004050
3186,MG,Nossa Senhora Aparecida - Sobrália,3167707001
3187,MG,Nossa Senhora Aparecida - Caratinga,3113404002
3188,MG,Nossa Senhora Aparecida - Uberlândia,3170206019
3189,MG,Nossa Senhora Aparecida - Ituiutaba,3134202031
3190,MG,Nossa Senhora Aparecida - Passos,3147907022
3191,MG,Nossa Senhora Aparecida - Pirapora,3151206003
3192,MG,Nossa Senhora Auxiliador - Ponte Nova,3152105018
3193,MG,Nossa Senhora da Aparecida - Belo Horizonte,3106200093
3194,MG,Nossa Senhora da Conceição - Belo Horizonte,3106200094
3195,MG,Nossa Senhora da Penha - Coronel Fabriciano,3119401017
3196,MG,Nossa Senhora das Dores - Santa Juliana,3157708007
3197,MG,Nossa Senhora das Graças - Patos de Minas,3148004021
3198,MG,Nossa Senhora das Graças - Passos,3147907008
3199,MG,Nossa Senhora das Graças - Timóteo,3168705024
3200,MG,Nossa Senhora das Graças - Governador Valadares,3127701043
3201,MG,Nossa Senhora das Graças - Caratinga,3113404008
3202,MG,Nossa Senhora de Fátima - Pirapora,3151206023
3203,MG,Nossa Senhora de Fátima - Patos de Minas,3148004025
3204,MG,Nossa Senhora de Fátima - Belo Horizonte,3106200096
3205,MG,Nossa Senhora de Fátima - Santa Juliana,3157708008
3206,MG,Nossa Senhora de Fátima - São Gotardo,3162104005
3207,MG,Nossa Senhora de Fátima - Itabirito,3131901025
3208,MG,Nossa Senhora de Fátima - Patrocínio,3148103011
3209,MG,Nossa Senhora de Fátima - Nanuque,3144300016
3210,MG,Nossa Senhora de Fátima - Ponte Nova,3152105019
3211,MG,Nossa Senhora de Lourdes - Juiz de Fora,3136702063
3212,MG,Nossa Senhora do Carmo - Coronel Fabriciano,3119401049
3213,MG,Nossa Senhora do Rosário - Belo Horizonte,3106200052
3214,MG,Nossa Senhora do Rosário - Pirapora,3151206010
3215,MG,Nova Almeida - Ponte Nova,3152105020
3216,MG,Nova Alvorada - Peçanha,3148608008
3217,MG,Nova America - Belo Horizonte,3106200486
3218,MG,Nova Baden - Betim,3106705106
3219,MG,Nova Cachoeirinha - Belo Horizonte,3106200228
3220,MG,Nova Califórnia - Juiz de Fora,3136702038
3221,MG,Nova Cintra - Belo Horizonte,3106200144
3222,MG,Nova Copacabana - Ponte Nova,3152105021
3223,MG,Nova Era - Juiz de Fora,3136702058
3224,MG,Nova Esperança - Belo Horizonte,3106200229
3225,MG,Nova Esperança - Tupaciguara,3169604008
3226,MG,Nova Esperança - Timóteo,3168705003
3227,MG,Nova Floresta - Belo Horizonte,3106200064
3228,MG,Nova Floresta - Patos de Minas,3148004034
3229,MG,Nova Gameleira - Belo Horizonte,3106200146
3230,MG,Nova Granada - Belo Horizonte,3106200132
3231,MG,Nova Pampulha - Belo Horizonte,3106200275
3232,MG,Nova Pirapora - Pirapora,3151206013
3233,MG,Nova Suiça - Ponte Nova,3152105022
3234,MG,Nova Suíça - Belo Horizonte,3106200135
3235,MG,Nova Tijuca - Coronel Fabriciano,3119401016
3236,MG,Nova Vila Bretas - Governador Valadares,3127701044
3237,MG,Nova Vila Mozart - Itaúna,3133808015
3238,MG,Nova Vista - Belo Horizonte,3106200005
3239,MG,Novo Aarão Reis - Belo Horizonte,3106200448
3240,MG,Novo Cruzeiro - Ipatinga,3131307002
3241,MG,Novo das Industrias - Belo Horizonte,3106200319
3242,MG,Novo Glória - Belo Horizonte,3106200230
3243,MG,Novo Horizonte - Patos de Minas,3148004040
3244,MG,Novo Horizonte - Santa Juliana,3157708002
3245,MG,Novo Horizonte - Timóteo,3168705012
3246,MG,Novo Horizonte - Ponte Nova,3152105023
3247,MG,Novo Horizonte - Betim,3106705030
3248,MG,Novo Horizonte - Teófilo Otoni,3168606035
3249,MG,Novo Horizonte - Ituiutaba,3134202025
